"item","num_strokes","radical","strokes","r_stroke","lexicality","level","CHRCount","logCHR","v1","v1_label"
"鼹仃",15,"鼠","撇,竖,横,横折,横,横,竖提,点,点,竖提,点,点,斜钩,横,竖钩","撇,竖,横,横折,横,横,竖提,点,点,竖提,点,点,斜钩",0,1,NA,NA,"",NA
"形乩",8,"彡","竖,横,竖,横折,横,撇,撇,撇","撇,撇,撇",0,1,NA,NA,"",NA
"取颤",15,"又","点,横,竖,横折,竖,横折,横,横,竖,横折,横,横,提,横撇/横钩,捺","横撇/横钩,捺",0,1,NA,NA,"",NA
"氍剞",12,"毛","横,撇,点,横,竖,横折,横,竖钩,撇,横,横,竖弯钩","撇,横,横,竖弯钩",0,1,NA,NA,"",NA
"阇匍",10,"门","点,竖,横折钩,横,竖,横折钩,横,横,竖,点","点,竖,横折钩",0,1,NA,NA,"",NA
"厅匜",5,"厂","横,撇,横折钩,竖,竖弯钩","横,撇",0,1,NA,NA,"",NA
"毡匝",7,"毛","撇,横,横,竖弯钩,竖,横折钩,竖","撇,横,横,竖弯钩",0,1,NA,NA,"",NA
"肩为",7,"月","撇,横折钩,点,竖,横折钩,横,横","竖,横折钩,横,横",0,1,NA,NA,"",NA
"訚名",10,"言","撇,横撇/横钩,点,点,横,横,横,竖,横折,横","点,横,横,横,竖,横折,横",0,1,NA,NA,"",NA
"岛名",6,"山","撇,横撇/横钩,点,竖,竖折/竖弯,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"縢匙",15,"糸","竖,横折,横,横,横,竖,横,撇,捺,撇折,撇折,点,竖钩,撇,点","撇折,撇折,点,竖钩,撇,点",0,1,NA,NA,"",NA
"茁霅",10,"艹","横,竖,竖,点,横,横,横,竖,横折,横","横,竖,竖",0,1,NA,NA,"",NA
"葩岚",7,"艹","横,竖,竖,撇,横折弯钩/横斜钩,撇,点","横,竖,竖",0,1,NA,NA,"",NA
"𬕂寥",17,"竹","撇,横,点,撇,横,点,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"笤岂",9,"竹","撇,横,点,撇,横,点,横折,横,竖弯钩","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"筠窘",13,"竹","撇,横,点,撇,横,点,横折,横,横,撇,竖,横折,横","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"笺窟",14,"竹","撇,横,点,撇,横,点,横折,横,撇,竖折/竖弯,竖,竖,竖折/竖弯,竖","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"笠茛",12,"竹","撇,横,点,撇,横,点,横折,横,横,竖提,撇,捺","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"筶葭",15,"竹","撇,横,点,撇,横,点,横折,横,竖,横,横,横折,横,横撇/横钩,捺","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"恁华",8,"心","撇,竖,撇,竖弯钩,点,斜钩,点,点","点,斜钩,点,点",0,1,NA,NA,"",NA
"昇买",9,"日","竖,横折,横,横,点,点,横,撇,点","竖,横折,横,横",0,1,NA,NA,"",NA
"椠华",8,"木","撇,竖,撇,竖弯钩,横,竖,撇,捺","横,竖,撇,捺",0,1,NA,NA,"",NA
"召乞",5,"口","撇,横,竖,横折,横","竖,横折,横",0,1,NA,NA,"",NA
"盅允",7,"皿","撇折,点,竖,横折,竖,竖,横","竖,横折,竖,竖,横",0,1,NA,NA,"",NA
"盎势",11,"皿","横,竖钩,提,撇,横折弯钩/横斜钩,点,竖,横折,竖,竖,横","竖,横折,竖,竖,横",0,1,NA,NA,"",NA
"蛮先",10,"虫","撇,横,竖,横,竖,横折,横,竖,横,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"螫党",14,"虫","竖,点,撇,点,横撇/横钩,竖,横折,横,竖,横折,横,竖,横,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"紊华",10,"糸","撇,竖,撇,竖弯钩,撇折,撇折,点,竖钩,撇,点","撇折,撇折,点,竖钩,撇,点",0,1,NA,NA,"",NA
"晋华",8,"日","撇,竖,撇,竖弯钩,竖,横折,横,横","竖,横折,横,横",0,1,NA,NA,"",NA
"鐾坒",12,"金","横,竖提,撇,竖弯钩,撇,捺,横,横,竖,点,撇,横","撇,捺,横,横,竖,点,撇,横",0,1,NA,NA,"",NA
"熨劣",8,"火","竖,撇,点,撇,点,撇,撇,捺","点,撇,撇,捺",0,1,NA,NA,"",NA
"衰坒",8,"衣","横,竖提,撇,竖弯钩,撇,竖提,撇,捺","撇,竖提,撇,捺",0,1,NA,NA,"",NA
"表导",7,"衣","横折,横,竖弯钩,撇,竖提,撇,捺","撇,竖提,撇,捺",0,1,NA,NA,"",NA
"衰怨",9,"衣","撇,横撇/横钩,点,横折钩,竖弯钩,撇,竖提,撇,捺","撇,竖提,撇,捺",0,1,NA,NA,"",NA
"冠丢",7,"冖","点,横撇/横钩,横,竖,横,撇折,点","点,横撇/横钩",0,1,NA,NA,"",NA
"岊导",6,"山","横折,横,竖弯钩,竖,竖折/竖弯,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"譬坒",11,"言","横,竖提,撇,竖弯钩,点,横,横,横,竖,横折,横","点,横,横,横,竖,横折,横",0,1,NA,NA,"",NA
"譬怨",12,"言","撇,横撇/横钩,点,横折钩,竖弯钩,点,横,横,横,竖,横折,横","点,横,横,横,竖,横折,横",0,1,NA,NA,"",NA
"勇字",5,"力","点,点,横撇/横钩,横折钩,撇","横折钩,撇",0,1,NA,NA,"",NA
"翥型",12,"羽","横,横,撇,竖,竖,竖钩,横折钩,点,提,横折钩,点,提","横折钩,点,提,横折钩,点,提",0,1,NA,NA,"",NA
"光六",4,"儿","点,横,撇,竖弯钩","撇,竖弯钩",0,1,NA,NA,"",NA
"争寥",13,"刀","撇,横撇/横钩,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","撇,横撇/横钩",0,1,NA,NA,"",NA
"舁丢",11,"臼","撇,竖,横,横折,横,横,横,竖,横,撇折,点","撇,竖,横,横折,横,横",0,1,NA,NA,"",NA
"丝允",3,"一","撇折,点,横","横",0,1,NA,NA,"",NA
"冕丢",7,"冂","竖,横折,横,竖,横,撇折,点","竖,横折",0,1,NA,NA,"",NA
"劈型",8,"刀","横,横,撇,竖,竖,竖钩,横折钩,撇","横折钩,撇",0,1,NA,NA,"",NA
"瑬坒",9,"玉","横,竖提,撇,竖弯钩,横,横,竖,横,点","横,横,竖,横,点",0,1,NA,NA,"",NA
"瑬怨",10,"玉","撇,横撇/横钩,点,横折钩,竖弯钩,横,横,竖,横,点","横,横,竖,横,点",0,1,NA,NA,"",NA
"胁搦",14,"月","撇,横折钩,横,横,横折,横,竖折折钩,点,提,横折,横,竖折折钩,点,提","撇,横折钩,横,横",0,1,NA,NA,"",NA
"妩熠",14,"女","撇点,撇,横,横折,点,提,横折,点,提,撇,竖,横折,横,横","撇点,撇,横",0,1,NA,NA,"",NA
"媄鳚",14,"女","撇点,撇,横,横折,横,撇,横,横,竖钩,撇,点,横,竖钩,点","撇点,撇,横",0,1,NA,NA,"",NA
"箴薜",19,"竹","撇,横,点,撇,横,点,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"筥蔃",18,"竹","撇,横,点,撇,横,点,横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点","撇,横,点,撇,横,点",0,1,NA,NA,"",NA
"峣伴",8,"山","竖,竖折/竖弯,竖,点,撇,横,横,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嶍住",8,"山","竖,竖折/竖弯,竖,点,横,横,竖,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"除嫪",13,"阝","横折折折钩/横撇弯钩,竖,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"嵅丢",8,"山","竖,竖折/竖弯,竖,横,竖,横,撇折,点","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崴主",7,"山","竖,竖折/竖弯,竖,横,横,竖,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嶲二",4,"山","竖,竖折/竖弯,竖,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嶦佯",9,"山","竖,竖折/竖弯,竖,点,撇,横,横,横,竖","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"荄二",4,"艹","横,竖,竖,横","横,竖,竖",0,1,NA,NA,"",NA
"湣佽",9,"氵","点,点,提,点,提,撇,横撇/横钩,撇,捺","点,点,提",0,1,NA,NA,"",NA
"𬇕俯",11,"氵","点,点,提,点,横,撇,撇,竖,横,竖钩,点","点,点,提",0,1,NA,NA,"",NA
"湃啵",11,"氵","点,点,提,点,点,提,横撇/横钩,撇,竖,横撇/横钩,捺","点,点,提",0,1,NA,NA,"",NA
"沭嗾",14,"氵","点,点,提,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺","点,点,提",0,1,NA,NA,"",NA
"漴嘛",14,"氵","点,点,提,点,横,撇,横,竖,撇,点,横,竖,撇,捺","点,点,提",0,1,NA,NA,"",NA
"沪圹",6,"氵","点,点,提,点,横,撇","点,点,提",0,1,NA,NA,"",NA
"灈娴",10,"氵","点,点,提,点,竖,横折钩,横,竖,撇,点","点,点,提",0,1,NA,NA,"",NA
"槜岷",9,"木","横,竖,撇,点,横折,横,竖提,横,斜钩","横,竖,撇,点",0,1,NA,NA,"",NA
"梴依",10,"木","横,竖,撇,点,点,横,撇,竖提,撇,捺","横,竖,撇,点",0,1,NA,NA,"",NA
"楪啵",12,"木","横,竖,撇,点,点,点,提,横撇/横钩,撇,竖,横撇/横钩,捺","横,竖,撇,点",0,1,NA,NA,"",NA
"楫嗍",14,"木","横,竖,撇,点,点,撇,横,竖折/竖弯,竖,撇,撇,横折钩,横,横","横,竖,撇,点",0,1,NA,NA,"",NA
"楪嗾",15,"木","横,竖,撇,点,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺","横,竖,撇,点",0,1,NA,NA,"",NA
"哩位",8,"口","竖,横折,横,点,横,点,撇,横","竖,横折,横",0,1,NA,NA,"",NA
"吓住",8,"口","竖,横折,横,点,横,横,竖,横","竖,横折,横",0,1,NA,NA,"",NA
"㕮佽",9,"口","竖,横折,横,点,提,撇,横撇/横钩,撇,捺","竖,横折,横",0,1,NA,NA,"",NA
"啮偏",12,"口","竖,横折,横,点,横折,横,撇,竖,横折钩,横,竖,竖","竖,横折,横",0,1,NA,NA,"",NA
"揩僧",15,"扌","横,竖钩,提,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横","横,竖钩,提",0,1,NA,NA,"",NA
"撩咏",8,"扌","横,竖钩,提,点,横折钩,横撇/横钩,撇,捺","横,竖钩,提",0,1,NA,NA,"",NA
"撩咪",9,"扌","横,竖钩,提,点,撇,横,竖,撇,捺","横,竖钩,提",0,1,NA,NA,"",NA
"垙伎",7,"土","横,竖,提,横,竖,横撇/横钩,捺","横,竖,提",0,1,NA,NA,"",NA
"悌休",7,"忄","点,点,竖,横,竖,撇,捺","点,点,竖",0,1,NA,NA,"",NA
"惶伟",7,"忄","点,点,竖,横,横,横折钩,竖","点,点,竖",0,1,NA,NA,"",NA
"懒传",7,"忄","点,点,竖,横,横,竖折撇/竖折折,点","点,点,竖",0,1,NA,NA,"",NA
"妤位",8,"女","撇点,撇,横,点,横,点,撇,横","撇点,撇,横",0,1,NA,NA,"",NA
"媂佯",9,"女","撇点,撇,横,点,撇,横,横,横,竖","撇点,撇,横",0,1,NA,NA,"",NA
"婵僧",15,"女","撇点,撇,横,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横","撇点,撇,横",0,1,NA,NA,"",NA
"嬗咛",8,"女","撇点,撇,横,点,点,横撇/横钩,横,竖钩","撇点,撇,横",0,1,NA,NA,"",NA
"媒啐",11,"女","撇点,撇,横,点,横,撇,点,撇,点,横,竖","撇点,撇,横",0,1,NA,NA,"",NA
"肝佶",10,"月","撇,横折钩,横,横,横,竖,横,竖,横折,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"腌侑",10,"月","撇,横折钩,横,横,横,撇,竖,横折钩,横,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"腌供",10,"月","撇,横折钩,横,横,横,竖,竖,横,撇,点","撇,横折钩,横,横",0,1,NA,NA,"",NA
"腕侠",10,"月","撇,横折钩,横,横,横,点,撇,横,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"蜣伏",10,"虫","竖,横折,横,竖,横,点,横,撇,捺,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蛴伟",10,"虫","竖,横折,横,竖,横,点,横,横,横折钩,竖","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"磻伎",9,"石","横,撇,竖,横折,横,横,竖,横撇/横钩,捺","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"砟伛",9,"石","横,撇,竖,横折,横,横,撇,点,竖折/竖弯","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"磲伟",9,"石","横,撇,竖,横折,横,横,横,横折钩,竖","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"跞仃",9,"足","竖,横折,横,竖,横,竖,提,横,竖钩","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"跞仕",10,"足","竖,横折,横,竖,横,竖,提,横,竖,横","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"郧故",7,"阝","横,竖,竖,横折,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"邙斫",7,"阝","横,撇,竖,横折,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"嶟倍",11,"山","竖,竖折/竖弯,竖,点,横,点,撇,横,竖,横折,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嵖倞",11,"山","竖,竖折/竖弯,竖,点,横,竖,横折,横,竖钩,撇,点","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"嵖傧",13,"山","竖,竖折/竖弯,竖,点,点,横撇/横钩,撇,竖,横,竖,横,撇,点","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"眊仳",9,"目","竖,横折,横,横,横,横,竖提,撇,竖弯钩","竖,横折,横,横,横",0,1,NA,NA,"",NA
"瞰伎",9,"目","竖,横折,横,横,横,横,竖,横撇/横钩,捺","竖,横折,横,横,横",0,1,NA,NA,"",NA
"剞彬",10,"刂","横,竖,撇,点,横,竖,撇,点,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"剑相",6,"刂","横,竖,撇,点,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"鞒仳",13,"革","横,竖,竖,横,竖,横折,横,横,竖,横,竖提,撇,竖弯钩","横,竖,竖,横,竖,横折,横,横,竖",0,1,NA,NA,"",NA
"常凭",9,"巾","撇,竖,撇,横,竖,横,竖,横折钩,竖","竖,横折钩,竖",0,1,NA,NA,"",NA
"幂凳",15,"巾","横撇/横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横,竖,横折钩,竖","竖,横折钩,竖",0,1,NA,NA,"",NA
"兴党",10,"八","竖,点,撇,点,横撇/横钩,竖,横折,横,撇,点","撇,点",0,1,NA,NA,"",NA
"具凳",14,"八","横撇/横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横,撇,点","撇,点",0,1,NA,NA,"",NA
"禁党",13,"示","竖,点,撇,点,横撇/横钩,竖,横折,横,横,横,竖钩,撇,点","横,横,竖钩,撇,点",0,1,NA,NA,"",NA
"寺党",11,"寸","竖,点,撇,点,横撇/横钩,竖,横折,横,横,竖钩,点","横,竖钩,点",0,1,NA,NA,"",NA
"漕嫉",13,"氵","点,点,提,点,横,撇,点,提,撇,横,横,撇,捺","点,点,提",0,1,NA,NA,"",NA
"泌摭",14,"氵","点,点,提,点,横,撇,横,竖,竖,横,点,点,点,点","点,点,提",0,1,NA,NA,"",NA
"漫曦",19,"氵","点,点,提,点,撇,横,横,竖,横,撇,横,竖,撇,点,横,竖折折钩,斜钩,撇,点","点,点,提",0,1,NA,NA,"",NA
"櫆嘛",15,"木","横,竖,撇,点,点,横,撇,横,竖,撇,点,横,竖,撇,捺","横,竖,撇,点",0,1,NA,NA,"",NA
"楔恽",10,"木","横,竖,撇,点,点,横撇/横钩,横,撇折,横,竖","横,竖,撇,点",0,1,NA,NA,"",NA
"橇摔",15,"木","横,竖,撇,点,点,横,撇折,撇折,点,点,提,撇,点,横,竖","横,竖,撇,点",0,1,NA,NA,"",NA
"咤傧",13,"口","竖,横折,横,点,点,横撇/横钩,撇,竖,横,竖,横,撇,点","竖,横折,横",0,1,NA,NA,"",NA
"喧凛",16,"口","竖,横折,横,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点","竖,横折,横",0,1,NA,NA,"",NA
"撩嗾",14,"扌","横,竖钩,提,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺","横,竖钩,提",0,1,NA,NA,"",NA
"拎嫜",14,"扌","横,竖钩,提,点,横,点,撇,横,竖,横折,横,横,横,竖","横,竖钩,提",0,1,NA,NA,"",NA
"拓忙",6,"扌","横,竖钩,提,点,横,竖折/竖弯","横,竖钩,提",0,1,NA,NA,"",NA
"𫟹伴",10,"钅","撇,横,横,横,竖提,点,撇,横,横,竖","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𫔍侬",11,"钅","撇,横,横,横,竖提,点,横撇/横钩,撇,竖提,撇,捺","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锻倌",13,"钅","撇,横,横,横,竖提,点,点,横撇/横钩,竖,横折,横,横折,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"佣吧",6,"亻","撇,竖,横折,竖,横,竖弯钩","撇,竖",0,1,NA,NA,"",NA
"便嗍",12,"亻","撇,竖,点,撇,横,竖折/竖弯,竖,撇,撇,横折钩,横,横","撇,竖",0,1,NA,NA,"",NA
"侁嗾",13,"亻","撇,竖,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺","撇,竖",0,1,NA,NA,"",NA
"𬘓吧",7,"纟","撇折,撇折,提,横折,竖,横,竖弯钩","撇折,撇折,提",0,1,NA,NA,"",NA
"绅哏",9,"纟","撇折,撇折,提,横折,横,横,竖提,撇,捺","撇折,撇折,提",0,1,NA,NA,"",NA
"绖仃",5,"纟","撇折,撇折,提,横,竖钩","撇折,撇折,提",0,1,NA,NA,"",NA
"埴伟",7,"土","横,竖,提,横,横,横折钩,竖","横,竖,提",0,1,NA,NA,"",NA
"㙘伢",7,"土","横,竖,提,横,撇折,竖钩,撇","横,竖,提",0,1,NA,NA,"",NA
"墕佳",9,"土","横,竖,提,横,竖,横,横,竖,横","横,竖,提",0,1,NA,NA,"",NA
"琀付",7,"王","横,横,竖,提,横,竖钩,点","横,横,竖,提",0,1,NA,NA,"",NA
"玩伏",8,"王","横,横,竖,提,横,撇,捺,点","横,横,竖,提",0,1,NA,NA,"",NA
"玕伛",8,"王","横,横,竖,提,横,撇,点,竖折/竖弯","横,横,竖,提",0,1,NA,NA,"",NA
"评仳",6,"讠","点,横折提,横,竖提,撇,竖弯钩","点,横折提",0,1,NA,NA,"",NA
"谱伎",6,"讠","点,横折提,横,竖,横撇/横钩,捺","点,横折提",0,1,NA,NA,"",NA
"谠伏",6,"讠","点,横折提,横,撇,捺,点","点,横折提",0,1,NA,NA,"",NA
"怀伢",7,"忄","点,点,竖,横,撇折,竖钩,撇","点,点,竖",0,1,NA,NA,"",NA
"愫佑",8,"忄","点,点,竖,横,撇,竖,横折,横","点,点,竖",0,1,NA,NA,"",NA
"惴何",8,"忄","点,点,竖,横,竖,横折,横,竖钩","点,点,竖",0,1,NA,NA,"",NA
"娉崞",11,"女","撇点,撇,横,点,横,竖,横折,横,横撇/横钩,竖钩,横","撇点,撇,横",0,1,NA,NA,"",NA
"姤搞",13,"女","撇点,撇,横,点,横,竖,横折,横,竖,横折钩,竖,横折,横","撇点,撇,横",0,1,NA,NA,"",NA
"婵场",6,"女","撇点,撇,横,横折折折钩/横撇弯钩,撇,撇","撇点,撇,横",0,1,NA,NA,"",NA
"䏲侥",10,"月","撇,横折钩,横,横,横,斜钩,撇,横,撇,竖弯钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"䏲便",11,"月","撇,横折钩,横,横,横,竖,横折,横,横,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"𦝼倚",12,"月","撇,横折钩,横,横,横,撇,点,横,竖,横折,横,竖钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"蛲侍",12,"虫","竖,横折,横,竖,横,点,横,竖,横,横,竖钩,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"蝌俺",14,"虫","竖,横折,横,竖,横,点,横,撇,捺,竖,横折,横,横,竖弯钩","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"䗖吨",10,"虫","竖,横折,横,竖,横,点,横,竖折/竖弯,竖,竖弯钩","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"礓估",10,"石","横,撇,竖,横折,横,横,竖,竖,横折,横","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"碌侍",11,"石","横,撇,竖,横折,横,横,竖,横,横,竖钩,点","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"磙僚",17,"石","横,撇,竖,横折,横,横,撇,捺,点,撇,竖,横折,横,横,竖钩,撇,点","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"涡锕",10,"氵","点,点,提,横折折折钩/横撇弯钩,竖,横,竖,横折,横,竖钩","点,点,提",0,1,NA,NA,"",NA
"汨祁",5,"氵","点,点,提,横折折折钩/横撇弯钩,竖","点,点,提",0,1,NA,NA,"",NA
"涡仍",5,"氵","点,点,提,横折折折钩/横撇弯钩,撇","点,点,提",0,1,NA,NA,"",NA
"湖嗵",13,"氵","点,点,提,横撇/横钩,点,竖,横折钩,横,横,竖,点,横折折撇,捺","点,点,提",0,1,NA,NA,"",NA
"浊艋",11,"氵","点,点,提,横撇/横钩,竖钩,横,竖,横折,竖,竖,横","点,点,提",0,1,NA,NA,"",NA
"渑狲",9,"氵","点,点,提,横撇/横钩,竖钩,提,竖钩,撇,点","点,点,提",0,1,NA,NA,"",NA
"沁钌",5,"氵","点,点,提,横撇/横钩,竖钩","点,点,提",0,1,NA,NA,"",NA
"泛树",8,"氵","点,点,提,横撇/横钩,点,横,竖钩,点","点,点,提",0,1,NA,NA,"",NA
"涔嗓",13,"氵","点,点,提,横撇/横钩,点,横撇/横钩,点,横撇/横钩,点,横,竖,撇,捺","点,点,提",0,1,NA,NA,"",NA
"溍姹",9,"氵","点,点,提,点,点,横撇/横钩,撇,横,竖弯钩","点,点,提",0,1,NA,NA,"",NA
"浸掷",11,"氵","点,点,提,点,撇,横,横,撇,点,横折折折钩/横撇弯钩,竖","点,点,提",0,1,NA,NA,"",NA
"浞傕",13,"氵","点,点,提,点,横撇/横钩,撇,竖,点,横,横,横,竖,横","点,点,提",0,1,NA,NA,"",NA
"漾暅",12,"氵","点,点,提,点,点,竖,横,竖,横折,横,横,横","点,点,提",0,1,NA,NA,"",NA
"泂纻",7,"氵","点,点,提,点,点,横撇/横钩,横","点,点,提",0,1,NA,NA,"",NA
"沂饻",9,"氵","点,点,提,点,横,撇,竖提,撇,捺","点,点,提",0,1,NA,NA,"",NA
"滦擦",17,"氵","点,点,提,点,点,横撇/横钩,撇,横撇/横钩,点,点,横撇/横钩,捺,横,横,竖钩,撇,点","点,点,提",0,1,NA,NA,"",NA
"湝该",9,"氵","点,点,提,点,横,撇折,撇,撇,点","点,点,提",0,1,NA,NA,"",NA
"浉耿",7,"氵","点,点,提,点,撇,撇,捺","点,点,提",0,1,NA,NA,"",NA
"渚摔",14,"氵","点,点,提,点,横,撇折,撇折,点,点,提,撇,点,横,竖","点,点,提",0,1,NA,NA,"",NA
"渺𫮃",11,"氵","点,点,提,点,撇,竖,横折,横,横,横,竖","点,点,提",0,1,NA,NA,"",NA
"滨蝙",12,"氵","点,点,提,点,横折,横,撇,竖,横折钩,横,竖,竖","点,点,提",0,1,NA,NA,"",NA
"测榔",11,"氵","点,点,提,点,横折,横,横,竖提,点,横折折折钩/横撇弯钩,竖","点,点,提",0,1,NA,NA,"",NA
"滋蹜",14,"氵","点,点,提,点,点,横撇/横钩,撇,竖,横,撇,竖,横折,横,横","点,点,提",0,1,NA,NA,"",NA
"沪踮",11,"氵","点,点,提,点,横,撇,竖,横,竖,横折,横","点,点,提",0,1,NA,NA,"",NA
"消聪",12,"氵","点,点,提,点,撇,竖,横折,横,点,斜钩,点,点","点,点,提",0,1,NA,NA,"",NA
"洣髂",12,"氵","点,点,提,点,点,横撇/横钩,撇,横撇/横钩,捺,竖,横折,横","点,点,提",0,1,NA,NA,"",NA
"温谫",14,"氵","点,点,提,点,撇,横,竖,横折钩,横,横,竖,竖钩,横折钩,撇","点,点,提",0,1,NA,NA,"",NA
"浉悯",10,"氵","点,点,提,点,竖,横折钩,点,横,撇,点","点,点,提",0,1,NA,NA,"",NA
"浕磲",14,"氵","点,点,提,点,点,提,横,横折,横,竖折/竖弯,横,竖,撇,捺","点,点,提",0,1,NA,NA,"",NA
"洼谜",12,"氵","点,点,提,点,撇,横,竖,撇,点,点,横折折撇,捺","点,点,提",0,1,NA,NA,"",NA
"淑蹐",13,"氵","点,点,提,点,提,撇,点,撇,捺,竖,横折钩,横,横","点,点,提",0,1,NA,NA,"",NA
"洄吖",6,"氵","点,点,提,点,撇,竖","点,点,提",0,1,NA,NA,"",NA
"泗脑",9,"氵","点,点,提,点,横,撇,点,竖折/竖弯,竖","点,点,提",0,1,NA,NA,"",NA
"涛㧟",8,"氵","点,点,提,点,点,提,横,竖折/竖弯","点,点,提",0,1,NA,NA,"",NA
"洓嗨",13,"氵","点,点,提,点,点,提,撇,横,竖折/竖弯,横折钩,点,横,点","点,点,提",0,1,NA,NA,"",NA
"沪科",7,"氵","点,点,提,点,点,横,竖","点,点,提",0,1,NA,NA,"",NA
"漼储",13,"氵","点,点,提,点,横折提,横,竖,横,撇,竖,横折,横,横","点,点,提",0,1,NA,NA,"",NA
"灏嗐",13,"氵","点,点,提,点,点,横撇/横钩,横,横,横,竖,竖,横折,横","点,点,提",0,1,NA,NA,"",NA
"漋谧",13,"氵","点,点,提,点,斜钩,点,撇,点,竖,横折,竖,竖,横","点,点,提",0,1,NA,NA,"",NA
"滢懔",16,"氵","点,点,提,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点","点,点,提",0,1,NA,NA,"",NA
"渤噻",16,"氵","点,点,提,点,点,横撇/横钩,横,横,竖,竖,横,撇,捺,横,竖,横","点,点,提",0,1,NA,NA,"",NA
"涡铈",8,"氵","点,点,提,点,横,竖,横折钩,竖","点,点,提",0,1,NA,NA,"",NA
"洛谚",12,"氵","点,点,提,点,横,点,撇,横,撇,撇,撇,撇","点,点,提",0,1,NA,NA,"",NA
"汤焖",10,"氵","点,点,提,点,竖,横折钩,点,斜钩,点,点","点,点,提",0,1,NA,NA,"",NA
"泫榇",12,"氵","点,点,提,点,横,点,撇,横,横,竖钩,撇,点","点,点,提",0,1,NA,NA,"",NA
"溢鳉",12,"氵","点,点,提,点,提,竖,撇,横撇/横钩,点,横,竖钩,点","点,点,提",0,1,NA,NA,"",NA
"濒缠",13,"氵","点,点,提,点,横,撇,竖,横折,横,横,竖,横,横","点,点,提",0,1,NA,NA,"",NA
"浛嫁",13,"氵","点,点,提,点,点,横撇/横钩,横,撇,弯钩,撇,撇,撇,捺","点,点,提",0,1,NA,NA,"",NA
