id,word,lexicality,N,RT,RTSD,zRT,zRTSD,ERR,length,tstroke,wfreq,wfreq/mil,cd,C1stroke,C2stroke,C3stroke,C4stroke,C1nwf,C2nwf,C3nwf,C4nwf,C1cf,C2cf,C3cf,C4cf,C1nom,C2nom,C3nom,C4nom,C1nop,C2nop,C3nop,C4nop,C1pr1,C1pr2,C1pr3,C1pr4,C1pr5,C2pr1,C2pr2,C2pr3,C2pr4,C2pr5,C3pr1,C3pr2,C3pr3,C3pr4,C3pr5,C4pr1,C4pr2,C4pr3,C4pr4,C4pr5
206570,梅花,1,41,678.59,276.10,-0.456,0.987,0.00,2,18,21,0.63,13,11,7,,,12,248,,,2978,17379,,,2,19,,,1,1,,,méi,,,,,huā,,,,,,,,,,,,,,
206571,梅雨,1,36,797.25,260.72,-0.108,0.749,10.00,2,19,4,0.12,2,11,8,,,12,94,,,2978,3189,,,2,2,,,1,2,,,méi,,,,,yǔ,yù,,,,,,,,,,,,,
206572,梅毒,1,32,909.61,252.71,0.259,0.689,17.95,2,20,133,3.96,60,11,9,,,12,84,,,2978,12056,,,2,5,,,1,2,,,méi,,,,,dú,dài,,,,,,,,,,,,,
206573,梗塞,1,40,916.66,350.68,0.111,0.871,0.00,2,24,11,0.33,8,11,13,,,7,32,,,101,5309,,,6,4,,,1,3,,,gěng,,,,,sāi,sài,sè,,,,,,,,,,,,
206574,梦游,1,39,694.77,184.05,-0.498,0.679,2.50,2,23,108,3.22,62,11,12,,,42,94,,,11083,12371,,,1,6,,,1,1,,,mèng,,,,,yóu,,,,,,,,,,,,,,
206575,梦想,1,40,623.62,136.43,-0.694,0.467,2.44,2,24,2790,83.17,1372,11,13,,,42,76,,,11083,247453,,,1,5,,,1,1,,,mèng,,,,,xiǎng,,,,,,,,,,,,,,
206576,梦境,1,39,663.59,187.89,-0.553,0.543,4.88,2,25,155,4.62,114,11,14,,,42,48,,,11083,4514,,,1,3,,,1,1,,,mèng,,,,,jìng,,,,,,,,,,,,,,
206577,梦遗,1,30,965.87,323.84,0.500,1.069,25.00,2,23,4,0.12,4,11,12,,,42,47,,,11083,5967,,,1,8,,,1,1,,,mèng,,,,,yí,,,,,,,,,,,,,,
206578,梯田,1,38,802.80,223.56,-0.118,0.709,9.52,2,16,1,0.03,1,11,5,,,18,32,,,2443,1819,,,2,5,,,1,1,,,tī,,,,,tián,,,,,,,,,,,,,,
206579,梯形,1,42,813.60,329.50,-0.132,1.110,0.00,2,18,5,0.15,4,11,7,,,18,109,,,2443,6994,,,2,7,,,1,1,,,tī,,,,,xíng,,,,,,,,,,,,,,
206580,梯级,1,27,1081.45,447.87,0.728,1.255,32.50,2,17,6,0.18,6,11,6,,,18,83,,,2443,9893,,,2,5,,,1,1,,,tī,,,,,jí,,,,,,,,,,,,,,
206581,械斗,1,29,1123.56,450.26,0.831,1.205,27.50,2,15,8,0.24,8,11,4,,,15,60,,,928,6328,,,3,15,,,1,2,,,xiè,,,,,dǒu,dòu,,,,,,,,,,,,,
206582,欲望,1,41,672.39,294.39,-0.577,0.815,0.00,2,22,582,17.35,434,11,11,,,43,66,,,2515,36791,,,5,8,,,1,1,,,yù,,,,,wàng,,,,,,,,,,,,,,
206583,毫无,1,28,885.26,340.39,0.215,1.304,30.00,2,15,2114,63.02,1543,11,4,,,31,388,,,4785,50908,,,7,1,,,1,1,,,háo,,,,,wú,,,,,,,,,,,,,,
206584,毫发,1,35,979.77,346.65,0.461,1.127,10.26,2,16,84,2.50,79,11,5,,,31,322,,,4785,87630,,,7,14,,,1,2,,,háo,,,,,fā,fà,,,,,,,,,,,,,
206585,毫米,1,38,695.79,149.63,-0.480,0.514,5.00,2,17,242,7.21,168,11,6,,,31,54,,,4785,13160,,,7,3,,,1,1,,,háo,,,,,mǐ,,,,,,,,,,,,,,
206586,液体,1,38,826.94,401.01,-0.151,1.271,5.00,2,18,269,8.02,200,11,7,,,41,217,,,2872,26590,,,2,13,,,1,2,,,yè,,,,,tǐ,tī,,,,,,,,,,,,,
206587,液晶,1,39,798.00,227.82,-0.023,0.968,4.88,2,23,20,0.60,16,11,12,,,41,21,,,2872,811,,,2,2,,,1,1,,,yè,,,,,jīng,,,,,,,,,,,,,,
206588,涵盖,1,35,796.13,241.53,-0.077,0.744,14.63,2,22,25,0.75,24,11,11,,,6,35,,,155,4414,,,3,11,,,1,3,,,hán,,,,,gài,gě,hé,,,,,,,,,,,,
206589,淀粉,1,40,761.72,329.16,-0.227,1.050,0.00,2,21,24,0.72,17,11,10,,,5,68,,,49,3634,,,2,7,,,1,1,,,diàn,,,,,fěn,,,,,,,,,,,,,,
206590,淋巴,1,41,755.96,177.97,-0.240,0.536,2.38,2,15,45,1.34,25,11,4,,,18,63,,,1241,14445,,,4,12,,,2,1,,,lín,lìn,,,,bā,,,,,,,,,,,,,,
206591,淋漓,1,41,826.52,272.44,-0.111,0.856,2.38,2,24,9,0.27,8,11,13,,,18,5,,,1241,68,,,4,2,,,2,1,,,lín,lìn,,,,lí,,,,,,,,,,,,,,
206592,淑女,1,40,670.20,156.22,-0.533,0.683,0.00,2,14,164,4.89,130,11,3,,,2,133,,,418,76693,,,2,4,,,1,2,,,shū,,,,,nǚ,rǔ,,,,,,,,,,,,,
206593,淘气,1,40,743.36,338.48,-0.351,0.966,0.00,2,15,168,5.01,133,11,4,,,8,340,,,3002,28334,,,3,10,,,1,1,,,táo,,,,,qì,,,,,,,,,,,,,,
206594,淘汰,1,41,617.54,107.20,-0.736,0.293,0.00,2,18,2534,75.54,434,11,7,,,8,4,,,3002,2611,,,3,2,,,1,1,,,táo,,,,,tài,,,,,,,,,,,,,,
206595,淘金,1,40,729.74,218.43,-0.308,0.749,0.00,2,19,45,1.34,32,11,8,,,8,164,,,3002,19210,,,3,9,,,1,1,,,táo,,,,,jīn,,,,,,,,,,,,,,
206596,淡化,1,38,809.13,369.13,-0.135,1.001,2.56,2,15,15,0.45,15,11,4,,,38,301,,,1031,11248,,,5,6,,,1,2,,,dàn,,,,,huà,huā,,,,,,,,,,,,,
206597,淡忘,1,36,764.41,247.31,-0.267,0.650,10.00,2,18,38,1.13,33,11,7,,,38,25,,,1031,12906,,,5,1,,,1,1,,,dàn,,,,,wàng,,,,,,,,,,,,,,
206598,淡漠,1,36,941.74,552.20,0.105,1.303,10.00,2,24,7,0.21,7,11,13,,,38,13,,,1031,1009,,,5,4,,,1,1,,,dàn,,,,,mò,,,,,,,,,,,,,,
206599,淤血,1,38,809.25,247.51,-0.056,0.852,7.32,2,17,21,0.63,21,11,6,,,4,140,,,198,14874,,,3,4,,,1,2,,,yū,,,,,xuè,xiě,,,,,,,,,,,,,
206600,淤泥,1,38,782.41,302.47,-0.095,1.066,7.32,2,19,36,1.07,27,11,8,,,4,42,,,198,1472,,,3,4,,,1,2,,,yū,,,,,ní,nì,,,,,,,,,,,,,
206601,淤积,1,31,1023.02,365.01,0.542,0.995,22.50,2,21,3,0.09,3,11,10,,,4,50,,,198,1618,,,3,3,,,1,1,,,yū,,,,,jī,,,,,,,,,,,,,,
206602,淫乱,1,41,846.96,399.11,0.096,1.511,2.38,2,18,38,1.13,27,11,7,,,11,65,,,848,8384,,,5,8,,,1,1,,,yín,,,,,luàn,,,,,,,,,,,,,,
206603,淫威,1,34,932.66,345.48,0.215,1.151,19.05,2,20,3,0.09,3,11,9,,,11,48,,,848,11142,,,5,2,,,1,1,,,yín,,,,,wēi,,,,,,,,,,,,,,
206604,淫荡,1,40,736.33,174.96,-0.370,0.445,0.00,2,20,159,4.74,120,11,9,,,11,39,,,848,1916,,,5,7,,,1,1,,,yín,,,,,dàng,,,,,,,,,,,,,,
206605,深切,1,36,809.99,289.73,-0.121,0.895,10.00,2,15,64,1.91,57,11,4,,,94,67,,,8271,28202,,,5,5,,,1,2,,,shēn,,,,,qiē,qiè,,,,,,,,,,,,,
206606,深刻,1,40,648.97,187.24,-0.631,0.435,2.44,2,19,851,25.37,695,11,8,,,94,40,,,8271,9844,,,5,6,,,1,1,,,shēn,,,,,kè,,,,,,,,,,,,,,
206607,深夜,1,40,677.92,240.77,-0.455,0.806,0.00,2,19,220,6.56,194,11,8,,,94,89,,,8271,9438,,,5,1,,,1,1,,,shēn,,,,,yè,,,,,,,,,,,,,,
206608,深海,1,39,766.50,285.19,-0.263,0.715,0.00,2,21,33,0.98,23,11,10,,,94,193,,,8271,16404,,,5,8,,,1,1,,,shēn,,,,,hǎi,,,,,,,,,,,,,,
206609,深奥,1,38,703.10,211.57,-0.423,0.698,5.00,2,23,51,1.52,49,11,12,,,94,18,,,8271,8689,,,5,5,,,1,2,,,shēn,,,,,ào,yù,,,,,,,,,,,,,
206610,深闺,1,25,1084.13,409.61,0.679,1.148,37.50,2,20,2,0.06,2,11,9,,,94,5,,,8271,130,,,5,2,,,1,1,,,shēn,,,,,guī,,,,,,,,,,,,,,
206611,淳朴,1,38,767.52,335.77,-0.199,1.080,7.32,2,17,12,0.36,11,11,6,,,1,11,,,116,862,,,4,4,,,2,4,,,chún,zhūn,,,,pǔ,pò,pō,piáo,,,,,,,,,,,
206612,混合,1,41,715.15,356.59,-0.437,1.018,0.00,2,18,562,16.75,414,11,7,,,40,184,,,14032,27378,,,5,9,,,2,2,,,hùn,hún,,,,hé,gě,,,,,,,,,,,,,
206613,混乱,1,39,756.86,373.94,-0.348,0.923,2.50,2,18,1053,31.39,792,11,7,,,40,65,,,14032,8384,,,5,8,,,2,1,,,hùn,hún,,,,luàn,,,,,,,,,,,,,,
206614,混淆,1,41,727.90,197.03,-0.312,0.572,2.38,2,22,110,3.28,97,11,11,,,40,4,,,14032,120,,,5,1,,,2,1,,,hùn,hún,,,,xiáo,,,,,,,,,,,,,,
206615,混蛋,1,41,654.78,190.50,-0.686,0.519,2.38,2,22,7572,225.72,2446,11,11,,,40,40,,,14032,19135,,,5,2,,,2,1,,,hùn,hún,,,,dàn,,,,,,,,,,,,,,
206616,混账,1,39,677.23,193.58,-0.530,0.619,2.50,2,19,170,5.07,116,11,8,,,40,39,,,14032,1953,,,5,3,,,2,1,,,hùn,hún,,,,zhàng,,,,,,,,,,,,,,
206617,淹没,1,39,721.26,205.83,-0.423,0.518,2.50,2,18,139,4.14,111,11,7,,,2,48,,,593,293874,,,4,9,,,1,2,,,yān,,,,,méi,mò,,,,,,,,,,,,,
206618,添加,1,40,724.14,321.95,-0.397,0.946,2.44,2,16,86,2.56,78,11,5,,,14,115,,,845,38160,,,1,7,,,1,1,,,tiān,,,,,jiā,,,,,,,,,,,,,,
206619,添置,1,37,836.26,361.81,-0.036,0.719,7.50,2,24,10,0.30,10,11,13,,,14,39,,,845,9009,,,1,3,,,1,1,,,tiān,,,,,zhì,,,,,,,,,,,,,,
206620,清早,1,37,698.33,242.04,-0.452,0.705,5.13,2,17,24,0.72,22,11,6,,,121,51,,,21660,26160,,,13,3,,,1,1,,,qīng,,,,,zǎo,,,,,,,,,,,,,,
206621,清兵,1,36,867.47,349.65,0.015,0.965,10.00,2,18,3,0.09,1,11,7,,,121,116,,,21660,4945,,,13,3,,,1,1,,,qīng,,,,,bīng,,,,,,,,,,,,,,
206622,清净,1,39,859.09,372.37,-0.064,0.969,2.50,2,19,42,1.25,33,11,8,,,121,26,,,21660,3065,,,13,7,,,1,2,,,qīng,,,,,jìng,chēng,,,,,,,,,,,,,
206623,清单,1,40,721.89,222.28,-0.400,0.607,2.44,2,19,516,15.38,346,11,8,,,121,129,,,21660,18894,,,13,12,,,1,3,,,qīng,,,,,dān,shàn,chán,,,,,,,,,,,,
206624,清洁,1,41,718.41,277.07,-0.379,0.859,0.00,2,20,391,11.66,293,11,9,,,121,23,,,21660,2163,,,13,2,,,1,1,,,qīng,,,,,jié,,,,,,,,,,,,,,
206625,清点,1,34,899.16,246.07,0.174,0.740,15.00,2,20,65,1.94,61,11,9,,,121,309,,,21660,128025,,,13,19,,,1,1,,,qīng,,,,,diǎn,,,,,,,,,,,,,,
206626,清凉,1,40,649.96,147.86,-0.586,0.445,4.76,2,21,29,0.86,26,11,10,,,121,32,,,21660,1023,,,13,4,,,1,2,,,qīng,,,,,liáng,liàng,,,,,,,,,,,,,
206627,清酒,1,38,988.46,345.31,0.369,0.952,9.52,2,21,38,1.13,23,11,10,,,121,111,,,21660,21171,,,13,1,,,1,1,,,qīng,,,,,jiǔ,,,,,,,,,,,,,,
206628,清除,1,39,721.93,252.07,-0.372,0.854,2.50,2,20,462,13.77,310,11,9,,,121,65,,,21660,16235,,,13,6,,,1,1,,,qīng,,,,,chú,,,,,,,,,,,,,,
206629,清理,1,38,682.61,248.73,-0.518,0.739,5.00,2,22,1183,35.26,882,11,11,,,121,203,,,21660,41099,,,13,7,,,1,1,,,qīng,,,,,lǐ,,,,,,,,,,,,,,
206630,清晰,1,40,631.95,153.35,-0.658,0.486,2.44,2,23,337,10.05,288,11,12,,,121,4,,,21660,369,,,13,1,,,1,1,,,qīng,,,,,xī,,,,,,,,,,,,,,
206631,清朝,1,40,677.67,266.62,-0.511,0.569,0.00,2,23,3,0.09,3,11,12,,,121,46,,,21660,3629,,,13,8,,,1,2,,,qīng,,,,,zhāo,cháo,,,,,,,,,,,,,
206632,清楚,1,39,646.50,171.80,-0.652,0.348,0.00,2,24,9836,293.20,4193,11,13,,,121,14,,,21660,10683,,,13,7,,,1,1,,,qīng,,,,,chǔ,,,,,,,,,,,,,,
206633,清澈,1,39,868.83,322.51,0.054,0.880,2.50,2,26,46,1.37,43,11,15,,,121,2,,,21660,78,,,13,2,,,1,1,,,qīng,,,,,chè,,,,,,,,,,,,,,
206634,清醒,1,39,704.39,361.52,-0.440,1.391,2.50,2,27,1217,36.28,892,11,16,,,121,19,,,21660,11156,,,13,4,,,1,1,,,qīng,,,,,xǐng,,,,,,,,,,,,,,
206635,清贫,1,39,803.16,279.40,-0.087,0.820,4.88,2,19,5,0.15,5,11,8,,,121,21,,,21660,873,,,13,4,,,1,1,,,qīng,,,,,pín,,,,,,,,,,,,,,
206636,渊博,1,38,762.99,196.24,-0.124,0.805,7.32,2,23,26,0.78,23,11,12,,,5,30,,,205,9033,,,3,4,,,1,1,,,yuān,,,,,bó,,,,,,,,,,,,,,
206637,渊源,1,37,750.63,282.75,-0.270,0.819,7.50,2,24,34,1.01,28,11,13,,,5,55,,,205,3568,,,3,3,,,1,1,,,yuān,,,,,yuán,,,,,,,,,,,,,,
206638,渗透,1,42,765.22,255.30,-0.212,0.839,0.00,2,21,128,3.82,105,11,10,,,6,32,,,291,4390,,,1,6,,,1,1,,,shèn,,,,,tòu,,,,,,,,,,,,,,
206639,烹饪,1,42,734.63,264.68,-0.420,0.749,0.00,2,18,230,6.86,155,11,7,,,4,2,,,301,232,,,2,1,,,1,1,,,pēng,,,,,rèn,,,,,,,,,,,,,,
206640,烽火,1,37,759.35,197.43,-0.285,0.647,7.50,2,15,4,0.12,4,11,4,,,4,211,,,22,18479,,,1,8,,,1,1,,,fēng,,,,,huǒ,,,,,,,,,,,,,,
206641,焊接,1,37,793.15,142.58,-0.123,0.481,7.50,2,22,49,1.46,34,11,11,,,8,96,,,171,37114,,,1,6,,,1,1,,,hàn,,,,,jiē,,,,,,,,,,,,,,
206642,爽快,1,41,672.92,219.21,-0.558,0.542,0.00,2,18,45,1.34,40,11,7,,,23,65,,,2566,72900,,,6,7,,,1,1,,,shuǎng,,,,,kuài,,,,,,,,,,,,,,
206643,爽约,1,36,788.47,259.88,-0.144,0.738,10.00,2,17,41,1.22,36,11,6,,,23,65,,,2566,22765,,,6,10,,,1,2,,,shuǎng,,,,,yuē,yāo,,,,,,,,,,,,,
206644,犁田,1,33,840.06,225.51,0.046,0.628,15.38,2,16,4,0.12,3,11,5,,,3,32,,,32,1819,,,2,5,,,1,1,,,lí,,,,,tián,,,,,,,,,,,,,,
206645,猎人,1,39,640.92,189.70,-0.656,0.519,2.50,2,13,345,10.28,189,11,2,,,27,801,,,2594,373292,,,2,3,,,1,1,,,liè,,,,,rén,,,,,,,,,,,,,,
206646,猎犬,1,38,813.20,340.97,-0.211,0.853,5.00,2,15,173,5.16,112,11,4,,,27,16,,,2594,1055,,,2,1,,,1,1,,,liè,,,,,quǎn,,,,,,,,,,,,,,
206647,猎奇,1,35,836.51,269.11,0.060,0.879,14.63,2,19,17,0.51,9,11,8,,,27,54,,,2594,17952,,,2,5,,,1,2,,,liè,,,,,qí,jī,,,,,,,,,,,,,
206648,猎物,1,40,768.99,399.84,-0.228,1.185,2.44,2,19,279,8.32,197,11,8,,,27,225,,,2594,30079,,,2,3,,,1,1,,,liè,,,,,wù,,,,,,,,,,,,,,
206649,猖狂,1,39,744.25,207.47,-0.272,0.709,2.50,2,18,19,0.57,17,11,7,,,2,49,,,40,8951,,,1,3,,,1,1,,,chāng,,,,,kuáng,,,,,,,,,,,,,,
206650,猛攻,1,37,877.29,458.61,0.226,1.645,11.90,2,18,19,0.57,19,11,7,,,26,36,,,1386,4562,,,5,4,,,1,1,,,měng,,,,,gōng,,,,,,,,,,,,,,
206651,猛烈,1,39,673.54,217.15,-0.648,0.524,7.14,2,21,105,3.13,98,11,10,,,26,34,,,1386,2912,,,5,5,,,1,1,,,měng,,,,,liè,,,,,,,,,,,,,,
206652,猛兽,1,40,712.83,319.38,-0.514,0.756,0.00,2,22,53,1.58,26,11,11,,,26,24,,,1386,2168,,,5,2,,,1,1,,,měng,,,,,shòu,,,,,,,,,,,,,,
206653,猜忌,1,39,775.49,243.58,-0.183,0.758,2.50,2,18,17,0.51,17,11,7,,,14,22,,,9953,1332,,,2,4,,,1,1,,,cāi,,,,,jì,,,,,,,,,,,,,,
206654,猜想,1,41,621.77,156.12,-0.708,0.431,0.00,2,24,270,8.05,238,11,13,,,14,76,,,9953,247453,,,2,5,,,1,1,,,cāi,,,,,xiǎng,,,,,,,,,,,,,,
206655,猜测,1,37,603.43,121.26,-0.707,0.351,7.50,2,20,424,12.64,359,11,9,,,14,46,,,9953,6709,,,2,4,,,1,1,,,cāi,,,,,cè,,,,,,,,,,,,,,
206656,猝死,1,39,692.39,260.01,-0.425,1.032,0.00,2,17,19,0.57,15,11,6,,,3,127,,,26,71256,,,1,8,,,1,1,,,cù,,,,,sǐ,,,,,,,,,,,,,,
206657,率直,1,37,751.84,236.77,-0.342,0.559,7.50,2,19,10,0.30,10,11,8,,,77,92,,,2879,46163,,,9,8,,,2,1,,,shuài,lǜ,,,,zhí,,,,,,,,,,,,,,
206658,率领,1,40,712.94,241.14,-0.507,0.539,0.00,2,22,58,1.73,42,11,11,,,77,84,,,2879,8170,,,9,9,,,2,1,,,shuài,lǜ,,,,lǐng,,,,,,,,,,,,,,
206659,球衣,1,38,810.95,331.16,-0.060,1.102,7.32,2,17,68,2.03,42,11,6,,,164,110,,,24351,14941,,,4,4,,,1,1,,,qiú,,,,,yī,,,,,,,,,,,,,,
206660,球技,1,39,781.61,238.86,-0.101,0.899,4.88,2,18,38,1.13,28,11,7,,,164,42,,,24351,5233,,,4,1,,,1,1,,,qiú,,,,,jì,,,,,,,,,,,,,,
206661,球迷,1,40,691.73,219.36,-0.400,0.763,0.00,2,20,289,8.61,119,11,9,,,164,52,,,24351,8172,,,4,4,,,1,1,,,qiú,,,,,mí,,,,,,,,,,,,,,
206662,球员,1,41,665.77,180.20,-0.568,0.484,2.38,2,18,572,17.05,218,11,7,,,164,190,,,24351,29907,,,4,8,,,1,3,,,qiú,,,,,yuán,yún,yùn,,,,,,,,,,,,
206663,球赛,1,42,706.20,163.08,-0.513,0.505,0.00,2,25,186,5.54,123,11,14,,,164,73,,,24351,20455,,,4,4,,,1,1,,,qiú,,,,,sài,,,,,,,,,,,,,,
206664,球队,1,39,719.71,258.38,-0.378,0.903,2.50,2,15,652,19.44,225,11,4,,,164,126,,,24351,27111,,,4,3,,,1,1,,,qiú,,,,,duì,,,,,,,,,,,,,,
206665,理发,1,39,717.89,261.86,-0.390,0.930,2.50,2,16,141,4.20,75,11,5,,,203,322,,,41099,87630,,,7,14,,,1,2,,,lǐ,,,,,fā,fà,,,,,,,,,,,,,
206666,理由,1,41,625.85,159.23,-0.684,0.563,0.00,2,16,3570,106.42,2271,11,5,,,203,51,,,41099,15733,,,7,8,,,1,1,,,lǐ,,,,,yóu,,,,,,,,,,,,,,
206667,理念,1,40,703.55,294.25,-0.448,0.663,0.00,2,19,205,6.11,139,11,8,,,203,61,,,41099,7530,,,7,5,,,1,1,,,lǐ,,,,,niàn,,,,,,,,,,,,,,
206668,理性,1,39,637.23,158.23,-0.684,0.376,0.00,2,19,219,6.53,171,11,8,,,203,378,,,41099,28102,,,7,5,,,1,1,,,lǐ,,,,,xìng,,,,,,,,,,,,,,
206669,理科,1,39,704.68,248.11,-0.444,0.796,2.50,2,20,37,1.10,27,11,9,,,203,89,,,41099,11967,,,7,7,,,1,1,,,lǐ,,,,,kē,,,,,,,,,,,,,,
206670,理想,1,40,612.12,146.37,-0.801,0.401,0.00,2,24,603,17.98,474,11,13,,,203,76,,,41099,247453,,,7,5,,,1,1,,,lǐ,,,,,xiǎng,,,,,,,,,,,,,,
206671,理睬,1,39,791.77,234.93,-0.106,0.762,4.88,2,24,83,2.47,74,11,13,,,203,1,,,41099,119,,,7,1,,,1,1,,,lǐ,,,,,cǎi,,,,,,,,,,,,,,
206672,理解,1,38,634.84,145.60,-0.668,0.430,7.32,2,24,5125,152.77,2818,11,13,,,203,119,,,41099,36622,,,7,19,,,1,3,,,lǐ,,,,,jiě,jiè,xiè,,,,,,,,,,,,
206673,理论,1,40,722.01,384.20,-0.419,1.100,0.00,2,17,1240,36.96,817,11,6,,,203,100,,,41099,15732,,,7,10,,,1,2,,,lǐ,,,,,lùn,lún,,,,,,,,,,,,,
206674,理财,1,41,677.46,205.05,-0.471,0.862,2.38,2,18,57,1.70,27,11,7,,,203,52,,,41099,3305,,,7,3,,,1,1,,,lǐ,,,,,cái,,,,,,,,,,,,,,
206675,瓶颈,1,41,817.25,173.05,-0.088,0.638,2.38,2,21,22,0.66,17,10,11,,,28,9,,,3303,574,,,2,2,,,1,2,,,píng,,,,,jǐng,gěng,,,,,,,,,,,,,
206676,瓷器,1,39,695.63,156.97,-0.450,0.566,2.50,2,26,95,2.83,58,10,16,,,11,227,,,332,16613,,,1,4,,,1,1,,,cí,,,,,qì,,,,,,,,,,,,,,
206677,甜品,1,40,662.78,215.23,-0.614,0.588,0.00,2,20,100,2.98,84,11,9,,,23,164,,,5726,14318,,,1,6,,,1,1,,,tián,,,,,pǐn,,,,,,,,,,,,,,
206678,甜蜜,1,41,651.84,210.18,-0.575,0.828,0.00,2,25,510,15.20,393,11,14,,,23,20,,,5726,2405,,,1,2,,,1,1,,,tián,,,,,mì,,,,,,,,,,,,,,
206679,略去,1,32,913.73,370.02,0.265,1.007,20.00,2,16,5,0.15,5,11,5,,,32,65,,,2210,232346,,,0,8,,,1,1,,,lüè,,,,,qù,,,,,,,,,,,,,,
206680,疏忽,1,39,759.89,445.55,-0.321,1.174,0.00,2,20,132,3.93,112,12,8,,,19,21,,,823,1572,,,12,3,,,1,1,,,shū,,,,,hū,,,,,,,,,,,,,,
206681,疏远,1,40,731.50,216.44,-0.382,0.593,0.00,2,19,174,5.19,156,12,7,,,19,77,,,823,21547,,,12,6,,,1,2,,,shū,,,,,yuǎn,yuàn,,,,,,,,,,,,,
206682,疏通,1,39,767.60,417.76,-0.382,0.835,2.50,2,22,28,0.83,26,12,10,,,19,163,,,823,26617,,,12,6,,,1,2,,,shū,,,,,tòng,tōng,,,,,,,,,,,,,
206683,疏散,1,41,845.80,408.33,-0.020,1.054,0.00,2,24,299,8.91,180,12,12,,,19,65,,,823,4211,,,12,8,,,1,2,,,shū,,,,,sàn,sǎn,,,,,,,,,,,,,
206684,痊愈,1,41,690.74,215.38,-0.402,1.030,0.00,2,24,191,5.69,165,11,13,,,1,13,,,195,1158,,,1,3,,,1,1,,,quán,,,,,yù,,,,,,,,,,,,,,
206685,痔疮,1,36,803.89,250.61,-0.082,0.824,10.00,2,20,41,1.22,33,11,9,,,1,13,,,46,163,,,1,1,,,1,1,,,zhì,,,,,chuāng,,,,,,,,,,,,,,
206686,痕迹,1,42,683.38,330.57,-0.558,0.792,0.00,2,20,1139,33.95,746,11,9,,,19,37,,,2316,5466,,,1,5,,,1,1,,,hén,,,,,jì,,,,,,,,,,,,,,
206687,皎洁,1,39,794.95,265.62,-0.208,0.845,7.14,2,20,11,0.33,9,11,9,,,1,23,,,11,2163,,,2,2,,,1,1,,,jiǎo,,,,,jié,,,,,,,,,,,,,,
206688,盖章,1,39,699.79,149.28,-0.414,0.543,2.50,2,22,28,0.83,20,11,11,,,35,47,,,4414,3560,,,11,9,,,3,1,,,gài,gě,hé,,,zhāng,,,,,,,,,,,,,,
206689,盗用,1,40,710.62,149.10,-0.387,0.512,0.00,2,16,73,2.18,60,11,5,,,28,193,,,2653,79299,,,2,7,,,1,1,,,dào,,,,,yòng,,,,,,,,,,,,,,
206690,盗版,1,41,675.57,184.66,-0.539,0.534,0.00,2,19,39,1.16,22,11,8,,,28,57,,,2653,2708,,,2,5,,,1,1,,,dào,,,,,bǎn,,,,,,,,,,,,,,
206691,盗窃,1,39,614.44,129.97,-0.683,0.380,0.00,2,20,330,9.84,219,11,9,,,28,17,,,2653,1839,,,2,4,,,1,1,,,dào,,,,,qiè,,,,,,,,,,,,,,
206692,盗贼,1,39,699.70,220.19,-0.431,0.795,0.00,2,21,113,3.37,64,11,10,,,28,21,,,2653,1065,,,2,6,,,1,1,,,dào,,,,,zéi,,,,,,,,,,,,,,
206693,盘子,1,36,842.54,459.84,-0.120,1.095,10.00,2,14,535,15.95,364,11,3,,,74,712,,,4299,177693,,,10,14,,,1,1,,,pán,,,,,zǐ,,,,,,,,,,,,,,
206694,盘古,1,33,859.46,186.86,0.174,0.706,17.50,2,16,6,0.18,1,11,5,,,74,100,,,4299,6114,,,10,3,,,1,1,,,pán,,,,,gǔ,,,,,,,,,,,,,,
206695,盘点,1,39,827.53,267.03,-0.043,0.726,4.88,2,20,10,0.30,10,11,9,,,74,309,,,4299,128025,,,10,19,,,1,1,,,pán,,,,,diǎn,,,,,,,,,,,,,,
206696,盘旋,1,41,809.35,325.13,-0.041,1.024,0.00,2,22,98,2.92,68,11,11,,,74,25,,,4299,1420,,,10,9,,,1,2,,,pán,,,,,xuán,xuàn,,,,,,,,,,,,,
206697,盘算,1,38,800.28,318.02,-0.162,0.859,5.00,2,25,60,1.79,57,11,14,,,74,61,,,4299,28149,,,10,1,,,1,1,,,pán,,,,,suàn,,,,,,,,,,,,,,
206698,盘踞,1,38,854.01,247.82,0.193,1.023,9.52,2,26,7,0.21,6,11,15,,,74,1,,,4299,7,,,10,2,,,1,1,,,pán,,,,,jù,,,,,,,,,,,,,,
206699,盘问,1,41,801.84,295.83,-0.195,0.872,2.38,2,17,216,6.44,166,11,6,,,74,77,,,4299,64375,,,10,6,,,1,1,,,pán,,,,,wèn,,,,,,,,,,,,,,
206700,盛大,1,35,801.96,311.54,-0.129,1.151,12.50,2,14,255,7.60,211,11,3,,,46,631,,,2683,135159,,,9,13,,,2,3,,,shèng,chéng,,,,dà,dài,tài,,,,,,,,,,,,
206701,盛世,1,40,795.60,289.54,-0.143,0.863,0.00,2,16,14,0.42,10,11,5,,,46,122,,,2683,21566,,,9,5,,,2,1,,,shèng,chéng,,,,shì,,,,,,,,,,,,,,
206702,盛况,1,41,816.98,312.54,-0.049,0.863,0.00,2,18,7,0.21,7,11,7,,,46,18,,,2683,13269,,,9,5,,,2,1,,,shèng,chéng,,,,kuàng,,,,,,,,,,,,,,
