id,word,lexicality,N,RT,RTSD,zRT,zRTSD,ERR,length,tstroke,wfreq,wfreq/mil,cd,C1stroke,C2stroke,C3stroke,C4stroke,C1nwf,C2nwf,C3nwf,C4nwf,C1cf,C2cf,C3cf,C4cf,C1nom,C2nom,C3nom,C4nom,C1nop,C2nop,C3nop,C4nop,C1pr1,C1pr2,C1pr3,C1pr4,C1pr5,C2pr1,C2pr2,C2pr3,C2pr4,C2pr5,C3pr1,C3pr2,C3pr3,C3pr4,C3pr5,C4pr1,C4pr2,C4pr3,C4pr4,C4pr5
206703,盛事,1,38,831.92,298.38,0.090,1.013,5.00,2,19,27,0.80,25,11,8,,,46,258,,,2683,179716,,,9,7,,,2,1,,,shèng,chéng,,,,shì,,,,,,,,,,,,,,
206704,盛放,1,39,790.22,346.42,-0.121,1.210,0.00,2,19,5,0.15,3,11,8,,,46,123,,,2683,46528,,,9,11,,,2,1,,,shèng,chéng,,,,fàng,,,,,,,,,,,,,,
206705,盛怒,1,31,864.04,307.00,-0.021,0.722,22.50,2,20,13,0.39,10,11,9,,,46,34,,,2683,2876,,,9,4,,,2,1,,,shèng,chéng,,,,nù,,,,,,,,,,,,,,
206706,盛情,1,36,864.47,365.36,0.011,0.938,10.00,2,22,34,1.01,33,11,11,,,46,198,,,2683,69279,,,9,5,,,2,1,,,shèng,chéng,,,,qíng,,,,,,,,,,,,,,
206707,盛装,1,38,856.34,357.15,0.078,1.015,7.32,2,23,70,2.09,60,11,12,,,46,140,,,2683,17633,,,9,9,,,2,1,,,shèng,chéng,,,,zhuāng,,,,,,,,,,,,,,
206708,眷恋,1,40,778.89,215.07,-0.165,0.614,2.44,2,21,4,0.12,4,11,10,,,6,22,,,138,6628,,,2,1,,,1,1,,,juàn,,,,,liàn,,,,,,,,,,,,,,
206709,眷顾,1,39,853.10,359.87,0.101,1.155,2.50,2,21,101,3.01,92,11,10,,,6,41,,,138,8298,,,2,8,,,1,1,,,juàn,,,,,gù,,,,,,,,,,,,,,
206710,眺望,1,40,721.49,166.64,-0.359,0.558,4.76,2,22,16,0.48,15,11,11,,,2,66,,,22,36791,,,2,8,,,1,1,,,tiào,,,,,wàng,,,,,,,,,,,,,,
206711,眼光,1,42,626.02,156.73,-0.776,0.425,0.00,2,17,336,10.02,306,11,6,,,168,230,,,19247,17286,,,8,9,,,1,1,,,yǎn,,,,,guāng,,,,,,,,,,,,,,
206712,眼泪,1,40,678.81,315.69,-0.602,0.784,0.00,2,19,521,15.53,372,11,8,,,168,28,,,19247,1268,,,8,1,,,1,1,,,yǎn,,,,,lèi,,,,,,,,,,,,,,
206713,眼花,1,37,724.88,194.84,-0.341,0.676,7.50,2,18,45,1.34,41,11,7,,,168,248,,,19247,17379,,,8,19,,,1,1,,,yǎn,,,,,huā,,,,,,,,,,,,,,
206714,眼科,1,41,743.30,284.48,-0.279,0.788,0.00,2,20,33,0.98,25,11,9,,,168,89,,,19247,11967,,,8,7,,,1,1,,,yǎn,,,,,kē,,,,,,,,,,,,,,
206715,眼球,1,40,735.06,359.30,-0.377,0.734,0.00,2,22,215,6.41,177,11,11,,,168,164,,,19247,24351,,,8,4,,,1,1,,,yǎn,,,,,qiú,,,,,,,,,,,,,,
206716,眼袋,1,36,845.98,290.43,0.058,0.873,7.69,2,22,23,0.69,21,11,11,,,168,38,,,19247,5787,,,8,2,,,1,1,,,yǎn,,,,,dài,,,,,,,,,,,,,,
206717,眼睛,1,40,716.61,370.87,-0.357,1.322,0.00,2,24,5673,169.11,2758,11,13,,,168,5,,,19247,5729,,,8,1,,,1,1,,,yǎn,,,,,jīng,,,,,,,,,,,,,,
206718,眼罩,1,40,729.66,355.92,-0.461,0.865,0.00,2,24,92,2.74,64,11,13,,,168,17,,,19247,1260,,,8,2,,,1,1,,,yǎn,,,,,zhào,,,,,,,,,,,,,,
206719,眼镜,1,40,647.04,270.62,-0.609,0.924,2.44,2,27,799,23.82,497,11,16,,,168,53,,,19247,4884,,,8,4,,,1,1,,,yǎn,,,,,jìng,,,,,,,,,,,,,,
206720,着手,1,39,865.40,359.04,0.113,0.983,4.88,2,15,288,8.59,263,11,4,,,80,321,,,117476,75608,,,20,6,,,4,1,,,zhuó,zháo,zhāo,zhe,,shǒu,,,,,,,,,,,,,,
206721,着火,1,38,764.34,310.17,-0.274,0.850,5.00,2,15,522,15.56,365,11,4,,,80,211,,,117476,18479,,,20,8,,,4,1,,,zhuó,zháo,zhāo,zhe,,huǒ,,,,,,,,,,,,,,
206722,着色,1,35,980.84,287.48,0.527,0.905,16.67,2,17,19,0.57,16,11,6,,,80,194,,,117476,21624,,,20,7,,,4,1,,,zhuó,zháo,zhāo,zhe,,sè,,,,,,,,,,,,,,
206723,着急,1,41,757.97,260.16,-0.332,0.851,2.38,2,20,700,20.87,584,11,9,,,80,69,,,117476,7604,,,20,8,,,4,1,,,zhuó,zháo,zhāo,zhe,,jí,,,,,,,,,,,,,,
206724,着重,1,37,873.72,292.64,0.117,0.895,7.50,2,20,28,0.83,28,11,9,,,80,203,,,117476,39372,,,20,10,,,4,2,,,zhuó,zháo,zhāo,zhe,,zhòng,chóng,,,,,,,,,,,,,
206725,着迷,1,40,715.07,235.45,-0.414,0.732,0.00,2,20,444,13.24,367,11,9,,,80,52,,,117476,8172,,,20,4,,,4,1,,,zhuó,zháo,zhāo,zhe,,mí,,,,,,,,,,,,,,
206726,着想,1,40,718.88,169.92,-0.347,0.557,2.44,2,24,373,11.12,326,11,13,,,80,76,,,117476,247453,,,20,5,,,4,1,,,zhuó,zháo,zhāo,zhe,,xiǎng,,,,,,,,,,,,,,
206727,着数,1,24,847.94,244.01,0.042,0.619,40.00,2,24,4,0.12,4,11,13,,,80,169,,,117476,14754,,,20,9,,,4,3,,,zhuó,zháo,zhāo,zhe,,shù,shǔ,shuò,,,,,,,,,,,,
206728,着陆,1,39,772.46,283.52,-0.260,0.738,0.00,2,18,332,9.90,180,11,7,,,80,26,,,117476,2197,,,20,5,,,4,1,,,zhuó,zháo,zhāo,zhe,,lù,,,,,,,,,,,,,,
206729,硫酸,1,39,712.69,230.89,-0.421,0.617,2.50,2,26,56,1.67,35,12,14,,,11,84,,,269,1527,,,1,5,,,1,1,,,liú,,,,,suān,,,,,,,,,,,,,,
206730,硫磺,1,37,839.94,284.43,-0.120,0.621,7.50,2,28,123,3.67,56,12,16,,,11,2,,,269,144,,,1,2,,,1,1,,,liú,,,,,huáng,,,,,,,,,,,,,,
206731,祥和,1,40,773.71,266.75,-0.174,0.812,2.44,2,18,43,1.28,41,10,8,,,10,100,,,369,155937,,,3,16,,,1,5,,,xiáng,,,,,hé,hè,huó,huò,hú,,,,,,,,,,
206732,票价,1,41,730.73,234.72,-0.331,0.696,0.00,2,17,35,1.04,32,11,6,,,75,118,,,12689,8767,,,6,6,,,2,2,,,piào,piāo,,,,jià,jiè,,,,,,,,,,,,,
206733,票房,1,37,739.01,160.02,-0.299,0.474,7.50,2,19,68,2.03,49,11,8,,,75,110,,,12689,25246,,,6,6,,,2,1,,,piào,piāo,,,,fáng,,,,,,,,,,,,,,
206734,票数,1,40,813.20,236.75,0.000,0.818,4.76,2,24,122,3.64,83,11,13,,,75,169,,,12689,14754,,,6,9,,,2,3,,,piào,piāo,,,,shù,shǔ,shuò,,,,,,,,,,,,
206735,祭坛,1,41,768.82,246.88,-0.264,0.906,2.38,2,18,54,1.61,31,11,7,,,11,25,,,560,373,,,4,5,,,2,1,,,jì,zhài,,,,tán,,,,,,,,,,,,,,
206736,祭祀,1,37,816.34,247.45,-0.049,0.752,7.50,2,18,45,1.34,36,11,7,,,11,1,,,560,45,,,4,2,,,2,1,,,jì,zhài,,,,sì,,,,,,,,,,,,,,
206737,祭祖,1,40,766.53,306.11,-0.240,0.882,0.00,2,20,6,0.18,3,11,9,,,11,34,,,560,2413,,,4,7,,,2,1,,,jì,zhài,,,,zǔ,,,,,,,,,,,,,,
206738,离子,1,33,973.74,431.22,0.485,1.497,19.51,2,13,58,1.73,42,10,3,,,82,712,,,35725,177693,,,8,14,,,1,1,,,lí,,,,,zǐ,,,,,,,,,,,,,,
206739,离开,1,39,707.85,275.74,-0.339,1.041,2.50,2,14,20359,606.89,5216,10,4,,,82,243,,,35725,126802,,,8,13,,,1,1,,,lí,,,,,kāi,,,,,,,,,,,,,,
206740,离心,1,33,771.49,173.50,-0.140,0.675,15.38,2,14,10,0.30,9,10,4,,,82,458,,,35725,83418,,,8,3,,,1,1,,,lí,,,,,xīn,,,,,,,,,,,,,,
206741,离别,1,37,691.57,199.46,-0.526,0.481,7.50,2,17,52,1.55,44,10,7,,,82,90,,,35725,102034,,,8,7,,,1,2,,,lí,,,,,bié,biè,,,,,,,,,,,,,
206742,离间,1,37,955.69,233.89,0.362,0.725,7.50,2,17,20,0.60,20,10,7,,,82,103,,,35725,60047,,,8,12,,,1,2,,,lí,,,,,jiān,jiàn,,,,,,,,,,,,,
206743,离婚,1,41,645.79,273.64,-0.642,0.852,0.00,2,21,1907,56.85,904,10,11,,,82,51,,,35725,19494,,,8,1,,,1,1,,,lí,,,,,hūn,,,,,,,,,,,,,,
206744,离谱,1,40,723.55,225.28,-0.325,0.664,2.44,2,24,271,8.08,227,10,14,,,82,33,,,35725,890,,,8,3,,,1,1,,,lí,,,,,pǔ,,,,,,,,,,,,,,
206745,离题,1,39,908.81,377.67,0.172,1.072,2.50,2,22,18,0.54,17,10,12,,,82,48,,,35725,37524,,,8,4,,,1,1,,,lí,,,,,tí,,,,,,,,,,,,,,
206746,移民,1,42,667.56,237.49,-0.500,0.928,0.00,2,16,522,15.56,284,11,5,,,31,146,,,4845,9468,,,3,7,,,1,1,,,yí,,,,,mín,,,,,,,,,,,,,,
206747,移动,1,40,599.69,122.11,-0.851,0.312,4.76,2,17,1226,36.55,808,11,6,,,31,285,,,4845,49274,,,3,9,,,1,1,,,yí,,,,,dòng,,,,,,,,,,,,,,
206748,移居,1,39,712.14,215.67,-0.410,0.627,2.50,2,19,44,1.31,37,11,8,,,31,78,,,4845,7197,,,3,8,,,1,1,,,yí,,,,,jū,,,,,,,,,,,,,,
206749,移植,1,38,742.13,192.05,-0.327,0.493,5.00,2,23,509,15.17,187,11,12,,,31,26,,,4845,1827,,,3,5,,,1,1,,,yí,,,,,zhí,,,,,,,,,,,,,,
206750,窑洞,1,40,900.08,412.46,0.199,1.213,2.44,2,20,1,0.03,1,11,9,,,5,33,,,59,2997,,,4,4,,,1,1,,,yáo,,,,,dòng,,,,,,,,,,,,,,
206751,窒息,1,40,657.69,146.89,-0.551,0.386,0.00,2,21,423,12.61,308,11,10,,,1,70,,,427,19106,,,1,6,,,1,1,,,zhì,,,,,xī,,,,,,,,,,,,,,
206752,竟然,1,39,678.11,289.48,-0.533,0.833,0.00,2,23,1767,52.67,1257,11,12,,,7,163,,,5425,91514,,,4,6,,,1,1,,,jìng,,,,,rán,,,,,,,,,,,,,,
206753,章鱼,1,38,726.48,295.86,-0.388,0.807,5.00,2,19,139,4.14,60,11,8,,,47,112,,,3560,7224,,,9,2,,,1,1,,,zhāng,,,,,yú,,,,,,,,,,,,,,
206754,章节,1,38,729.54,208.86,-0.402,0.542,5.00,2,16,48,1.43,41,11,5,,,47,112,,,3560,17377,,,9,13,,,1,2,,,zhāng,,,,,jié,jiē,,,,,,,,,,,,,
206755,符号,1,39,643.32,258.97,-0.692,0.608,4.88,2,16,332,9.90,149,11,5,,,19,109,,,2209,21571,,,6,10,,,1,2,,,fú,,,,,hào,háo,,,,,,,,,,,,,
206756,符咒,1,38,806.07,253.79,-0.023,0.899,7.32,2,19,94,2.80,36,11,8,,,19,7,,,2209,1840,,,6,2,,,1,1,,,fú,,,,,zhòu,,,,,,,,,,,,,,
206757,笨拙,1,39,734.12,319.71,-0.322,1.093,2.50,2,19,152,4.53,124,11,8,,,9,5,,,3993,233,,,3,2,,,1,1,,,bèn,,,,,zhuō,,,,,,,,,,,,,,
206758,笨重,1,42,722.06,149.18,-0.332,0.583,0.00,2,20,34,1.01,32,11,9,,,9,203,,,3993,39372,,,3,10,,,1,2,,,bèn,,,,,zhòng,chóng,,,,,,,,,,,,,
206759,笨蛋,1,42,679.67,245.06,-0.589,0.786,0.00,2,22,2345,69.90,1267,11,11,,,9,40,,,3993,19135,,,3,2,,,1,1,,,bèn,,,,,dàn,,,,,,,,,,,,,,
206760,第一,1,40,630.62,121.19,-0.692,0.379,0.00,2,12,18192,542.29,5202,11,1,,,81,801,,,40665,604056,,,5,11,,,1,1,,,dì,,,,,yī,,,,,,,,,,,,,,
206761,粒子,1,37,863.84,413.17,0.092,1.304,7.50,2,14,144,4.29,70,11,3,,,19,712,,,636,177693,,,2,14,,,1,1,,,lì,,,,,zǐ,,,,,,,,,,,,,,
206762,粗心,1,40,649.45,157.28,-0.561,0.598,2.44,2,15,47,1.40,44,11,4,,,36,458,,,1709,83418,,,7,3,,,1,1,,,cū,,,,,xīn,,,,,,,,,,,,,,
206763,粗俗,1,38,736.10,292.49,-0.306,0.809,5.00,2,20,131,3.91,111,11,9,,,36,32,,,1709,1194,,,7,4,,,1,1,,,cū,,,,,sú,,,,,,,,,,,,,,
206764,粗略,1,37,796.18,320.70,-0.147,0.887,5.13,2,22,28,0.83,26,11,11,,,36,32,,,1709,2210,,,7,0,,,1,1,,,cū,,,,,lüè,,,,,,,,,,,,,,
206765,粗野,1,36,896.11,348.87,0.077,0.922,10.00,2,22,68,2.03,54,11,11,,,36,65,,,1709,4775,,,7,7,,,1,1,,,cū,,,,,yě,,,,,,,,,,,,,,
206766,粗鄙,1,39,898.63,342.60,0.118,0.990,2.50,2,24,19,0.57,19,11,13,,,36,8,,,1709,821,,,7,7,,,1,1,,,cū,,,,,bǐ,,,,,,,,,,,,,,
206767,粗鲁,1,40,780.05,275.51,-0.163,0.922,2.44,2,23,372,11.09,308,11,12,,,36,11,,,1709,6037,,,7,4,,,1,1,,,cū,,,,,lǔ,,,,,,,,,,,,,,
206768,粘土,1,36,839.22,337.69,0.038,1.075,12.20,2,14,41,1.22,24,11,3,,,18,108,,,957,4871,,,2,9,,,2,1,,,nián,zhān,,,,tǔ,,,,,,,,,,,,,,
206769,粘液,1,35,825.57,347.29,-0.019,1.056,12.50,2,22,37,1.10,29,11,11,,,18,41,,,957,2872,,,2,2,,,2,1,,,nián,zhān,,,,yè,,,,,,,,,,,,,,
206770,粘膜,1,35,902.80,362.11,0.222,1.151,16.67,2,25,4,0.12,4,11,14,,,18,36,,,957,662,,,2,3,,,2,1,,,nián,zhān,,,,mó,,,,,,,,,,,,,,
206771,累及,1,26,1100.06,455.97,0.644,1.200,38.10,2,14,1,0.03,1,11,3,,,27,45,,,3208,9979,,,7,4,,,3,1,,,léi,lěi,lèi,,,jí,,,,,,,,,,,,,,
206772,累死,1,39,748.37,213.01,-0.292,0.663,2.50,2,17,174,5.19,157,11,6,,,27,127,,,3208,71256,,,7,8,,,3,1,,,léi,lěi,lèi,,,sǐ,,,,,,,,,,,,,,
206773,累积,1,40,714.13,270.35,-0.462,0.595,0.00,2,21,50,1.49,45,11,10,,,27,50,,,3208,1618,,,7,3,,,3,1,,,léi,lěi,lèi,,,jī,,,,,,,,,,,,,,
206774,累赘,1,39,799.74,306.65,-0.092,0.895,4.88,2,25,63,1.88,57,11,14,,,27,4,,,3208,98,,,7,5,,,3,1,,,léi,lěi,lèi,,,zhuì,,,,,,,,,,,,,,
206775,羚羊,1,39,740.65,253.00,-0.273,0.752,2.50,2,17,62,1.85,43,11,6,,,4,42,,,88,2285,,,1,3,,,1,2,,,líng,,,,,yáng,xiáng,,,,,,,,,,,,,
206776,羞耻,1,38,696.29,309.95,-0.477,0.875,2.56,2,20,391,11.66,331,10,10,,,22,12,,,2136,1383,,,5,1,,,1,1,,,xiū,,,,,chǐ,,,,,,,,,,,,,,
206777,羞愧,1,40,781.47,345.92,-0.239,1.098,0.00,2,22,349,10.40,266,10,12,,,22,11,,,2136,926,,,5,1,,,1,1,,,xiū,,,,,kuì,,,,,,,,,,,,,,
206778,羞涩,1,39,744.43,299.42,-0.438,0.703,2.50,2,20,25,0.75,19,10,10,,,22,6,,,2136,124,,,5,3,,,1,1,,,xiū,,,,,sè,,,,,,,,,,,,,,
206779,翌日,1,38,865.70,304.56,0.161,1.111,7.32,2,15,10,0.30,9,11,4,,,1,209,,,22,23151,,,1,8,,,1,1,,,yì,,,,,rì,,,,,,,,,,,,,,
206780,聆听,1,38,699.16,177.32,-0.429,0.551,7.32,2,18,206,6.14,159,11,7,,,1,64,,,243,81570,,,1,5,,,1,1,,,líng,,,,,tīng,,,,,,,,,,,,,,
206781,聊天,1,40,617.82,165.54,-0.714,0.475,0.00,2,15,1122,33.45,813,11,4,,,9,326,,,7323,127053,,,6,9,,,1,1,,,liáo,,,,,tiān,,,,,,,,,,,,,,
206782,脖子,1,42,705.10,177.12,-0.429,0.475,0.00,2,14,1279,38.13,909,11,3,,,5,712,,,1330,177693,,,2,14,,,1,1,,,bó,,,,,zǐ,,,,,,,,,,,,,,
206783,脚印,1,41,806.41,329.71,-0.217,0.900,2.38,2,16,241,7.18,148,11,5,,,97,70,,,7454,6629,,,5,7,,,1,1,,,jiǎo,,,,,yìn,,,,,,,,,,,,,,
206784,脚步,1,40,684.28,291.27,-0.534,0.849,0.00,2,18,256,7.63,200,11,7,,,97,92,,,7454,11260,,,5,7,,,1,1,,,jiǎo,,,,,bù,,,,,,,,,,,,,,
206785,脚跟,1,37,899.00,344.19,0.203,1.117,7.50,2,24,52,1.55,42,11,13,,,97,24,,,7454,67347,,,5,6,,,1,1,,,jiǎo,,,,,gēn,,,,,,,,,,,,,,
206786,脱水,1,38,794.77,347.91,-0.110,1.060,7.32,2,15,133,3.96,99,11,4,,,51,398,,,7945,21793,,,6,7,,,1,1,,,tuō,,,,,shuǐ,,,,,,,,,,,,,,
206787,脱发,1,40,749.56,312.31,-0.304,0.773,0.00,2,16,26,0.78,25,11,5,,,51,322,,,7945,87630,,,6,14,,,1,2,,,tuō,,,,,fā,fà,,,,,,,,,,,,,
206788,脱身,1,36,698.55,312.10,-0.466,0.885,7.69,2,18,310,9.24,255,11,7,,,51,189,,,7945,38760,,,6,6,,,1,1,,,tuō,,,,,shēn,,,,,,,,,,,,,,
206789,脱险,1,38,787.24,268.81,-0.193,0.715,5.00,2,20,34,1.01,30,11,9,,,51,65,,,7945,13181,,,6,5,,,1,1,,,tuō,,,,,xiǎn,,,,,,,,,,,,,,
206790,脱落,1,40,779.72,335.09,-0.351,0.899,0.00,2,23,73,2.18,63,11,12,,,51,115,,,7945,10041,,,6,15,,,1,3,,,tuō,,,,,là,luò,lào,,,,,,,,,,,,
206791,脱节,1,35,777.34,218.92,-0.175,0.697,14.63,2,16,29,0.86,28,11,5,,,51,112,,,7945,17377,,,6,13,,,1,2,,,tuō,,,,,jié,jiē,,,,,,,,,,,,,
206792,舵手,1,38,829.94,297.61,-0.026,0.862,7.32,2,15,12,0.36,9,11,4,,,8,321,,,182,75608,,,1,6,,,1,1,,,duò,,,,,shǒu,,,,,,,,,,,,,,
206793,船主,1,36,752.01,216.75,-0.258,0.668,10.00,2,16,17,0.51,16,11,5,,,87,247,,,9979,28628,,,1,9,,,1,1,,,chuán,,,,,zhǔ,,,,,,,,,,,,,,
206794,船长,1,41,638.61,237.46,-0.647,0.627,2.38,2,15,1396,41.61,310,11,4,,,87,283,,,9979,42596,,,1,9,,,1,2,,,chuán,,,,,cháng,zhǎng,,,,,,,,,,,,,
206795,船票,1,41,796.65,294.93,-0.231,0.889,2.38,2,22,24,0.72,17,11,11,,,87,75,,,9979,12689,,,1,6,,,1,2,,,chuán,,,,,piào,piāo,,,,,,,,,,,,,
206796,船员,1,40,781.22,269.48,-0.227,0.777,0.00,2,18,354,10.55,98,11,7,,,87,190,,,9979,29907,,,1,8,,,1,3,,,chuán,,,,,yuán,yún,yùn,,,,,,,,,,,,
206797,船坞,1,28,1001.94,448.08,0.422,1.159,30.00,2,18,68,2.03,44,11,7,,,87,2,,,9979,1849,,,1,3,,,1,1,,,chuán,,,,,wù,,,,,,,,,,,,,,
206798,船舱,1,41,785.34,250.58,-0.059,0.910,0.00,2,21,58,1.73,49,11,10,,,87,23,,,9979,1192,,,1,1,,,1,1,,,chuán,,,,,cāng,,,,,,,,,,,,,,
206799,荷花,1,40,641.80,207.37,-0.600,0.567,0.00,2,17,3,0.09,2,10,7,,,17,248,,,1745,17379,,,3,19,,,2,1,,,hé,hè,,,,huā,,,,,,,,,,,,,,
206800,荼毒,1,33,984.72,274.19,0.442,0.717,15.38,2,19,9,0.27,7,10,9,,,2,84,,,34,12056,,,3,5,,,1,2,,,tú,,,,,dú,dài,,,,,,,,,,,,,
206801,莫名,1,39,683.50,334.51,-0.551,0.851,2.50,2,16,48,1.43,46,10,6,,,29,233,,,4987,43229,,,6,8,,,2,1,,,mò,mù,,,,míng,,,,,,,,,,,,,,
206802,莫非,1,39,718.98,216.48,-0.461,0.556,2.50,2,18,81,2.41,63,10,8,,,29,98,,,4987,39443,,,6,5,,,2,1,,,mò,mù,,,,fēi,,,,,,,,,,,,,,
206803,获利,1,39,833.69,471.28,-0.071,1.192,4.88,2,17,87,2.59,75,10,7,,,29,152,,,6234,32917,,,5,6,,,1,1,,,huò,,,,,lì,,,,,,,,,,,,,,
206804,获胜,1,40,643.26,144.86,-0.631,0.405,2.44,2,19,887,26.44,470,10,9,,,29,70,,,6234,6512,,,5,6,,,1,1,,,huò,,,,,shèng,,,,,,,,,,,,,,
206805,获得,1,39,650.47,194.95,-0.627,0.574,2.50,2,21,2722,81.14,1641,10,11,,,29,166,,,6234,208054,,,5,10,,,1,3,,,huò,,,,,dé,děi,de,,,,,,,,,,,,
206806,获悉,1,41,995.37,367.85,0.567,1.391,2.38,2,21,49,1.46,48,10,11,,,29,10,,,6234,1478,,,5,2,,,1,1,,,huò,,,,,xī,,,,,,,,,,,,,,
206807,莽撞,1,40,830.54,328.03,-0.098,1.004,4.76,2,25,58,1.73,58,10,15,,,5,18,,,280,4230,,,5,3,,,1,1,,,mǎng,,,,,zhuàng,,,,,,,,,,,,,,
206808,虚名,1,39,814.66,336.69,-0.105,0.974,2.50,2,17,15,0.45,14,11,6,,,47,233,,,2370,43229,,,9,8,,,1,1,,,xū,,,,,míng,,,,,,,,,,,,,,
206809,虚拟,1,38,690.03,145.99,-0.441,0.587,5.00,2,18,124,3.70,89,11,7,,,47,12,,,2370,588,,,9,3,,,1,1,,,xū,,,,,nǐ,,,,,,,,,,,,,,
206810,虚构,1,41,669.53,267.89,-0.555,0.775,0.00,2,19,338,10.08,277,11,8,,,47,22,,,2370,2583,,,9,3,,,1,1,,,xū,,,,,gòu,,,,,,,,,,,,,,
206811,虚空,1,34,777.94,286.47,-0.183,0.773,15.00,2,19,7,0.21,7,11,8,,,47,176,,,2370,15517,,,9,7,,,1,3,,,xū,,,,,kōng,kòng,kǒng,,,,,,,,,,,,
206812,虚弱,1,37,671.06,213.42,-0.582,0.511,5.13,2,21,273,8.14,232,11,10,,,47,38,,,2370,3499,,,9,5,,,1,1,,,xū,,,,,ruò,,,,,,,,,,,,,,
206813,虚惊,1,40,710.31,322.04,-0.484,0.752,0.00,2,22,24,0.72,20,11,11,,,47,64,,,2370,9696,,,9,4,,,1,1,,,xū,,,,,jīng,,,,,,,,,,,,,,
206814,虚脱,1,39,740.58,201.97,-0.389,0.466,2.50,2,22,10,0.30,10,11,11,,,47,51,,,2370,7945,,,9,6,,,1,1,,,xū,,,,,tuō,,,,,,,,,,,,,,
206815,虚伪,1,41,654.97,218.85,-0.596,0.625,0.00,2,17,211,6.29,160,11,6,,,47,17,,,2370,1821,,,9,2,,,1,1,,,xū,,,,,wěi,,,,,,,,,,,,,,
206816,蚯蚓,1,39,761.73,363.38,-0.205,1.129,4.88,2,21,34,1.01,18,11,10,,,1,1,,,34,34,,,1,1,,,1,1,,,qiū,,,,,yǐn,,,,,,,,,,,,,,
206817,蚱蜢,1,38,827.53,300.50,-0.042,0.920,5.00,2,25,22,0.66,17,11,14,,,2,1,,,57,22,,,3,1,,,1,1,,,zhà,,,,,měng,,,,,,,,,,,,,,
206818,蛇头,1,38,924.42,452.27,0.271,1.239,9.52,2,16,56,1.67,22,11,5,,,23,385,,,1676,49069,,,2,14,,,2,2,,,shé,yí,,,,tóu,tou,,,,,,,,,,,,,
206819,蛇蝎,1,38,1051.13,540.85,0.603,1.691,9.52,2,26,15,0.45,13,11,15,,,23,3,,,1676,131,,,2,2,,,2,1,,,shé,yí,,,,xiē,,,,,,,,,,,,,,
206820,蛋白,1,39,763.68,192.45,-0.235,0.686,2.50,2,16,156,4.65,116,11,5,,,40,212,,,19135,41987,,,2,15,,,1,1,,,dàn,,,,,bái,,,,,,,,,,,,,,
206821,蛋卷,1,38,853.89,328.19,0.108,1.212,5.00,2,19,135,4.02,91,11,8,,,40,44,,,19135,3334,,,2,7,,,1,2,,,dàn,,,,,juàn,juǎn,,,,,,,,,,,,,
206822,蛋壳,1,37,768.93,300.04,-0.186,0.869,9.76,2,18,16,0.48,15,11,7,,,40,17,,,19135,1002,,,2,2,,,1,2,,,dàn,,,,,ké,qiào,,,,,,,,,,,,,
206823,蛋黄,1,37,803.46,267.04,-0.074,0.824,7.50,2,22,86,2.56,61,11,11,,,40,87,,,19135,3694,,,2,5,,,1,1,,,dàn,,,,,huáng,,,,,,,,,,,,,,
206824,蛋糕,1,36,624.63,215.51,-0.726,0.545,7.69,2,27,1987,59.23,829,11,16,,,40,9,,,19135,7583,,,2,1,,,1,1,,,dàn,,,,,gāo,,,,,,,,,,,,,,
206825,袋鼠,1,40,737.09,286.54,-0.381,0.789,0.00,2,24,71,2.12,40,11,13,,,38,33,,,5787,2619,,,2,2,,,1,1,,,dài,,,,,shǔ,,,,,,,,,,,,,,
206826,袍子,1,33,1010.74,328.84,0.528,1.208,17.50,2,13,75,2.24,46,10,3,,,9,712,,,454,177693,,,2,14,,,1,1,,,páo,,,,,zǐ,,,,,,,,,,,,,,
206827,袒护,1,34,757.18,248.61,-0.221,0.759,17.07,2,17,53,1.58,44,10,7,,,3,81,,,107,17385,,,2,2,,,1,1,,,tǎn,,,,,hù,,,,,,,,,,,,,,
206828,袒露,1,38,765.44,272.13,-0.202,0.742,7.32,2,31,5,0.15,5,10,21,,,3,57,,,107,5762,,,2,6,,,1,2,,,tǎn,,,,,lù,lòu,,,,,,,,,,,,,
206829,袖口,1,37,783.06,290.28,-0.182,0.884,7.50,2,13,33,0.98,28,10,3,,,14,208,,,1162,21385,,,2,5,,,1,1,,,xiù,,,,,kǒu,,,,,,,,,,,,,,
206830,袖珍,1,40,940.93,324.13,0.399,1.007,4.76,2,19,24,0.72,18,10,9,,,14,24,,,1162,2983,,,2,4,,,1,1,,,xiù,,,,,zhēn,,,,,,,,,,,,,,
206831,袜子,1,39,743.75,338.21,-0.419,0.845,7.14,2,13,525,15.65,342,10,3,,,12,712,,,912,177693,,,1,14,,,1,1,,,wà,,,,,zǐ,,,,,,,,,,,,,,
206832,被动,1,38,714.81,220.46,-0.461,0.631,5.00,2,16,86,2.56,82,10,6,,,31,285,,,70119,49274,,,6,9,,,2,1,,,bèi,pī,,,,dòng,,,,,,,,,,,,,,
206833,被单,1,37,776.46,161.73,-0.170,0.509,7.50,2,18,39,1.16,32,10,8,,,31,129,,,70119,18894,,,6,12,,,2,3,,,bèi,pī,,,,dān,shàn,chán,,,,,,,,,,,,
206834,被害,1,41,755.39,186.63,-0.234,0.564,0.00,2,20,259,7.72,197,10,10,,,31,57,,,70119,25606,,,6,7,,,2,1,,,bèi,pī,,,,hài,,,,,,,,,,,,,,
