,stimulusLabel,level,res_freq_wp,res_freq_np,rad_freq_wp,rad_freq_np
3892,隼荫,1,1,1,3,20
3893,隼蒇,1,1,1,3,20
3894,毹鹆,1,3,3,3,14
3895,毕莱,1,1,9,3,6
3896,毕寄,1,2,21,3,6
3897,变祟,1,2,13,3,13
3898,飙卸,1,1,1,3,11
3899,飘鹇,1,1,3,3,11
3900,羡菥,1,1,5,3,4
3901,羡苷,1,1,12,3,4
3902,取功,1,4,5,3,13
3903,谿鹣,1,2,2,2,3
3904,主蓣,1,1,2,2,5
3905,博潮,1,2,2,2,17
3906,将嵇,1,1,1,2,11
3907,彦眉,1,1,2,2,10
3908,彝籁,1,1,5,2,3
3909,尕含,1,4,12,2,3
3910,𬒈蒟,1,1,1,2,132
3911,彗璧,1,11,19,2,5
3912,幻纫,1,5,6,2,4
3913,觜餐,1,2,2,2,15
3914,笼表,1,4,4,2,5
3915,秃岌,1,3,11,2,5
3916,弯益,1,1,1,2,23
3917,差肩,1,3,11,2,5
3918,翀掏,1,6,7,2,27
3919,臬芜,1,1,7,2,3
3920,去盒,1,5,19,2,7
3921,叁宁,1,2,19,2,7
3922,鲝叛,1,1,1,2,12
3923,艴邢,1,3,11,2,3
3924,䶮芽,1,2,13,2,5
3925,舔倴,1,2,2,2,3
3926,舀鳖,1,5,8,2,8
3927,臻蜻,1,16,21,2,2
3928,脔忑,1,1,3,2,4
3929,夤篱,1,3,10,2,11
3930,鸵棺,1,7,10,2,2
3931,塍甦,1,1,11,2,41
3932,鬻凫,1,3,4,2,4
3933,耏蜍,1,10,14,2,5
3934,备茳,1,1,1,2,7
3935,乱魏,1,1,2,2,2
3936,豨暖,1,8,9,2,4
3937,蚀形,1,3,11,2,173
3938,释铍,1,14,15,2,2
3939,黧帘,1,1,1,2,4
3940,歧嵖,1,10,10,2,4
3941,辟颔,1,1,1,2,4
3942,黻饽,1,7,8,2,3
3943,甥绳,1,3,3,2,2
3944,毒赁,1,3,4,2,4
3945,甯盘,1,1,3,2,3
3946,斌蟫,1,6,8,2,3
3947,炎蔺,1,1,1,2,115
3948,酱您,1,1,1,2,59
3949,燚懿,1,1,1,2,115
3950,麸狯,1,9,10,2,2
3951,鼍瑬,1,2,2,2,2
3952,掰偌,1,5,9,2,2
3953,登乔,1,1,1,2,2
3954,麟漕,1,7,8,2,2
3955,淼录,1,1,1,2,9
3956,初刽,1,2,2,2,8
3957,皆鬶,1,1,2,2,21
3958,韵讱,1,5,6,2,3
3959,公蔈,1,1,18,2,3
3960,鼐妥,1,4,4,2,3
3961,炭肴,1,2,2,2,16
3962,酒觐,1,3,3,1,59
3963,雠护,1,6,11,1,20
3964,蛊菌,1,1,1,1,173
3965,黡詹,1,1,1,1,4
3966,辜詈,1,1,3,1,4
3967,裔䓬,1,2,12,1,16
3968,野羟,1,10,14,1,1
3969,鲁菲,1,3,25,1,12
3970,隳琴,1,1,1,1,161
3971,黇恫,1,14,16,1,3
3972,黉瞢,1,2,2,1,3
3973,黏唱,1,5,7,1,1
3974,鬷谁,1,16,23,1,4
3975,豢惎,1,3,3,1,4
3976,轰蒸,1,1,1,1,7
3977,餍䗪,1,1,5,1,7
3978,鑫莪,1,1,11,1,15
3979,豚雏,1,3,10,1,5
3980,鼙薿,1,2,3,1,3
3981,题磨,1,5,7,2,54
3982,谼汗,1,16,25,1,1
3983,韪赓,1,1,1,1,7
3984,麓怒,1,8,10,1,10
3985,飧邲,1,1,12,1,1
3986,飨戕,1,1,1,1,7
3987,赑露,1,2,5,1,71
3988,馘伛,1,16,22,1,3
3989,靠志,1,3,4,1,3
3990,靡匙,1,3,16,1,3
3991,鹰喆,1,1,1,1,95
3992,鼗娈,1,12,12,1,3
3993,馨惠,1,1,1,1,2
3994,骉刍,1,2,7,1,66
3995,靖甄,1,3,3,1,5
3996,辉赖,1,1,1,2,7
3997,觃疲,1,1,15,1,18
3998,𦒍郅,1,2,2,1,1
3999,良懑,1,1,1,1,3
4000,巷憨,1,1,5,1,4
4001,壮郗,1,2,11,1,8
4002,处闽,1,1,6,1,7
4003,头逮,1,1,3,1,3
4004,奏曾,1,1,1,1,3
4005,奇莲,1,1,7,1,3
4006,妆刊,1,3,25,1,168
4007,孖择,1,9,9,1,18
4008,孟菖,1,1,7,1,18
4009,尝蕰,1,1,1,1,2
4010,巡商,1,1,1,1,2
4011,巢品,1,1,2,1,2
4012,帅鹨,1,3,3,1,44
4013,幸鼐,1,3,10,1,5
4014,归翔,1,1,4,1,5
4015,录淼,1,1,1,1,5
4016,戛兴,1,1,2,1,28
4017,所潴,1,1,2,1,1
4018,摩昶,1,1,6,1,15
4019,敲邵,1,2,22,1,1
4020,斋崁,1,2,2,1,3
4021,斡翛,1,2,2,1,8
4022,斝负,1,3,3,1,8
4023,和剟,1,1,1,1,364
4024,艰鸼,1,1,3,1,3
4025,尧贫,1,5,19,1,1
4026,临哨,1,16,23,1,6
4027,么眙,1,17,24,1,21
4028,乞冀,1,1,1,1,3
4029,买荡,1,1,4,1,4
4030,乳毁,1,1,1,1,1
4031,仄彦,1,1,3,1,20
4032,僰𨭉,1,2,2,1,20
4033,从嫒,1,4,4,1,3
4034,以鹔,1,1,5,1,3
4035,俎樊,1,1,1,1,3
4036,全雩,1,2,5,1,2
4037,双㛚,1,10,13,1,3
4038,凯切,1,1,1,1,8
4039,击桀,1,1,1,2,9
4040,刃遵,1,1,9,1,8
4041,加漴,1,1,1,1,36
4042,北取,1,1,2,1,3
4043,匙䲢,1,6,6,1,3
4044,鹾襕,1,1,1,1,1
4045,危觉,1,5,6,1,1
4046,斶喝,1,12,16,1,9
4047,斧胥,1,2,2,1,9
4048,旁含,1,4,12,1,17
4049,秦盗,1,7,9,1,54
4050,甦磨,1,5,7,1,2
4051,畅楹,1,1,1,1,4
4052,甸蜀,1,1,1,4,33
4053,疐歪,1,1,8,1,3
4054,疍蛊,1,2,3,1,3
4055,疏惮,1,13,17,1,1
4056,相观,1,9,11,1,85
4057,矜杄,1,9,12,1,3
4058,矞草,1,3,3,1,3
4059,矣垡,1,1,3,1,2
4060,磨螣,1,6,6,1,132
4061,稣项,1,4,5,1,5
4062,竖咨,1,7,9,1,6
4063,既救,1,1,3,1,1
4064,糜脩,1,2,2,1,10
4065,粪萚,1,2,2,1,10
4066,类峛,1,1,9,1,37
4067,群副,1,1,9,1,4
4068,羼有,1,6,6,2,4
4069,耑踅,1,5,8,1,5
4070,耍薅,1,1,1,1,5
4071,聂荬,1,2,2,1,6
4072,肇婺,1,5,5,1,4
4073,舍螯,1,7,11,1,2
4074,㽏凭,1,3,4,1,4
4075,甜戳,1,1,6,1,4
4076,旧鸭,1,2,11,1,127
4077,歪恕,1,2,5,1,4
4078,步筥,1,3,8,1,4
4079,毐思,1,3,13,1,2
4080,毗敬,1,1,1,1,6
4081,毳筱,1,2,4,1,14
4082,永鸷,1,8,8,1,1
4083,滕靡,1,5,7,1,2
4084,泰替,1,2,2,1,2
4085,焱旻,1,3,14,1,16
4086,爨眷,1,8,10,1,115
4087,焉岛,1,1,4,1,23
4088,牂较,1,17,18,2,3
4089,𬌗伋,1,8,11,1,3
4090,牚恕,1,2,5,1,3
4091,犀靥,1,2,4,1,10
4092,犇髹,1,1,4,1,10
4093,獒灸,1,1,8,1,5
4094,㻬啪,1,1,1,1,1
4095,龢诜,1,8,11,1,1
4096,泞蜣,1,1,1,469,470
4097,沔瑙,1,1,1,469,470
4098,溷拇,1,5,6,469,470
4099,湿蜐,1,1,1,469,470
4100,渔椰,1,3,3,469,470
4101,濂嬿,1,1,1,469,470
4102,滁䃎,1,1,1,469,470
4103,浼怖,1,1,1,469,470
4104,㳚哢,1,1,1,469,470
4105,沮侃,1,1,1,469,470
4106,汊锄,1,1,1,469,470
4107,泂䐃,1,1,1,469,470
4108,湿醯,1,1,1,469,470
4109,漕榉,1,1,1,469,470
4110,涓锎,1,1,1,469,470
4111,滍狩,1,1,1,469,470
4112,溅堍,1,1,4,469,470
4113,澈御,1,1,1,469,470
4114,泼嘚,1,1,1,469,470
4115,涡䲟,1,1,2,469,470
4116,潮旐,1,1,1,469,470
4117,溢鲺,1,1,1,469,470
4118,泾跽,1,1,1,469,470
4119,荏元,1,2,7,403,405
4120,芣垚,1,1,1,403,405
4121,艺龚,1,2,12,403,405
4122,荟美,1,1,1,403,405
4123,莰箧,1,1,2,403,405
4124,菁寡,1,1,1,403,405
4125,莎宏,1,1,7,403,405
4126,苘俞,1,1,1,403,405
4127,藻篥,1,1,4,403,405
4128,蕲巅,1,1,2,403,405
4129,蒂暴,1,1,1,403,405
4130,蕖籀,1,1,1,403,405
4131,苡佥,1,1,1,403,405
4132,荩筹,1,1,10,403,405
4133,萑箬,1,1,9,403,405
4134,葫奔,1,1,1,403,405
4135,菅冢,1,1,7,403,405
4136,葬寐,1,1,1,403,405
4137,萍亳,1,1,1,403,405
4138,葬篝,1,1,6,403,405
4139,蔃三,1,2,3,403,405
4140,芒寅,1,1,1,403,405
4141,棚崡,1,2,3,296,306
4142,柝湾,1,1,1,296,306
4143,杪澜,1,4,4,296,306
4144,桃锵,1,2,3,296,306
4145,梧泫,1,10,13,296,306
4146,枥镃,1,6,9,296,306
4147,枯裥,1,3,4,296,306
4148,棚赆,1,3,4,296,306
4149,棒哳,1,2,8,296,306
4150,杕纮,1,3,7,296,306
4151,桧砗,1,2,6,296,306
4152,栌禋,1,4,5,296,306
4153,柊懵,1,1,1,296,306
4154,槿叶,1,5,9,296,306
4155,根猫,1,5,6,296,306
4156,檩稑,1,2,3,296,306
4157,板唝,1,1,2,296,306
4158,棚浉,1,4,5,296,306
4159,椸澽,1,4,4,296,306
4160,棤濒,1,1,2,296,306
4161,榧瑁,1,3,4,296,306
4162,𬃊醴,1,3,3,296,306
4163,桲涘,1,5,5,296,306
4164,柙氾,1,2,4,296,306
4165,樗搀,1,3,3,296,306
4166,栴诱,1,4,6,296,306
4167,榭漈,1,5,8,296,306
4168,梅锨,1,2,2,296,306
4169,椒诿,1,4,6,296,306
4170,橹堍,1,1,4,296,306
4171,柘铅,1,3,3,296,306
4172,椋浟,1,1,4,296,306
4173,柙脞,1,5,9,296,306
4174,榍稳,1,3,3,296,306
4175,嗌㧐,1,1,3,292,364
4176,咺镧,1,4,4,292,364
4177,呋彷,1,16,21,292,364
4178,呃饻,1,3,5,292,364
4179,呕踪,1,9,11,292,364
4180,吟漉,1,2,4,292,364
4181,啁润,1,1,1,292,364
4182,啁蟮,1,5,6,292,364
4183,嘧帡,1,8,12,292,364
4184,吠隧,1,7,7,292,364
4185,噌椪,1,3,4,292,364
4186,嘲糠,1,4,4,292,364
4187,咇钕,1,2,6,292,364
4188,叻艉,1,2,2,292,364
4189,叩陑,1,2,6,292,364
4190,吖鼫,1,6,10,292,364
4191,唷蝴,1,7,9,292,364
4192,咖槚,1,1,1,292,364
4193,噻渤,1,1,1,292,364
4194,哢澪,1,1,1,292,364
4195,哎隋,1,2,2,292,364
4196,咛铐,1,5,5,292,364
4197,捎铋,1,8,12,281,281
4198,揍榱,1,2,3,281,281
4199,拗锌,1,3,5,281,281
4200,探该,1,11,17,281,281
4201,摛班,1,1,5,281,281
4202,拗狄,1,5,7,281,281
4203,揭铲,1,2,3,281,281
4204,拽唷,1,3,3,281,281
4205,拙垴,1,3,3,281,281
4206,揪鳚,1,1,6,281,281
4207,撰湄,1,6,8,281,281
4208,摊垏,1,4,5,281,281
4209,揭赎,1,8,10,281,281
4210,拯俩,1,2,4,281,281
4211,撵踌,1,8,10,281,281
4212,撩徕,1,7,9,281,281
4213,拉豺,1,3,6,281,281
4214,摏漖,1,1,1,281,281
4215,抹诚,1,4,7,281,281
4216,撖林,1,3,8,281,281
4217,擿䲠,1,5,5,281,281
4218,摏喊,1,5,10,281,281
4219,捭蟪,1,3,4,281,281
4220,挖鲗,1,5,6,281,281
4221,捶谡,1,2,2,281,281
4222,挨骥,1,1,1,281,281
4223,拓赗,1,3,4,281,281
4224,撩琥,1,3,4,281,281
4225,钣杼,1,5,7,267,267
4226,锯惙,1,7,7,267,267
4227,仆杈,1,4,5,255,255
4228,倘猱,1,7,7,255,255
4229,俾躔,1,2,2,255,255
4230,仙恼,1,3,3,255,255
4231,仙联,1,2,10,255,255
4232,低昈,1,6,11,255,255
4233,偓𬭛,1,2,4,255,255
4234,佛耱,1,1,2,255,255
4235,侩凛,1,3,4,255,255
4236,侂瀛,1,1,1,255,255
4237,仅忙,1,4,10,255,255
4238,侮琔,1,8,9,255,255
4239,化镃,1,6,9,255,255
4240,休琉,1,6,6,255,255
4241,仉嵋,1,6,8,255,255
4242,儡溉,1,3,5,255,255
4243,倩梆,1,3,4,255,255
4244,佺罐,1,5,7,255,255
4245,但虾,1,2,3,255,255
4246,似螨,1,5,6,255,255
4247,候噶,1,1,1,255,255
4248,使暕,1,5,5,255,255
4249,偌艨,1,7,7,255,255
4250,佑诼,1,5,7,255,255
4251,僖堐,1,3,4,255,255
4252,傕礞,1,1,2,255,255
4253,伊狴,1,2,2,255,255
4254,侂淋,1,4,10,255,255
4255,僳潮,1,2,2,255,255
4256,他靿,1,6,7,255,255
4257,偷喙,1,6,7,255,255
4258,珋锕,1,3,4,163,163
4259,玼纺,1,16,21,163,163
4260,玠嶟,1,8,9,163,163
4261,琭搒,1,12,13,163,163
4262,琄伈,1,3,6,163,163
4263,珦嗞,1,6,9,163,163
4264,𬍤赃,1,3,3,163,163
4265,玻磏,1,8,10,163,163
4266,琰抗,1,10,11,163,163
4267,墣掂,1,3,3,161,161
4268,墩喀,1,2,2,161,161
4269,垆槠,1,2,2,161,161
4270,填穟,1,7,7,161,161
4271,圫𬬻,1,8,10,161,161
4272,垛璇,1,3,3,161,161
4273,埪𫔎,1,5,7,161,161
4274,垍把,1,12,19,161,161
4275,坷祃,1,9,11,161,161
4276,𫭢倨,1,9,10,161,161
4277,堍涨,1,1,1,161,161
4278,块慨,1,3,5,161,161
4279,堞齉,1,4,4,161,161
4280,埏债,1,7,8,161,161
4281,慵蠊,1,3,3,150,150
4282,怀鲜,1,12,15,150,150
4283,惟溯,1,3,6,150,150
4284,怫隘,1,7,7,150,150
4285,悱垸,1,8,10,150,150
4286,忪住,1,9,11,150,150
4287,怯伙,1,5,7,150,150
4288,悔流,1,6,6,150,150
4289,慊蹐,1,2,3,150,150
4290,惘粒,1,6,10,150,150
4291,怀昉,1,16,21,150,150
4292,愉隧,1,7,7,150,150
4293,怊仅,1,7,8,150,150
4294,恸蚂,1,9,11,150,150
4295,愫搌,1,3,3,150,150
4296,怕钯,1,12,19,150,150
4297,惧捯,1,2,2,150,150
4298,慨诺,1,5,9,150,150
4299,怀瑨,1,3,5,150,150
4300,怍批,1,12,18,150,150
4301,惛妍,1,7,11,150,150
4302,憷湘,1,2,7,150,150
4303,婻暌,1,4,6,144,168
4304,嫁垸,1,8,10,144,168
4305,婻漓,1,6,10,144,168
4306,嫫瞳,1,12,12,144,168
4307,婵溢,1,7,7,144,168
4308,妃伈,1,3,6,144,168
4309,嫁骕,1,2,5,144,168
4310,娃捃,1,4,9,144,168
4311,媳撰,1,3,3,144,168
4312,娥瞩,1,2,2,144,168
4313,嫦怯,1,8,14,144,168
4314,㛚俪,1,4,7,144,168
4315,媛凄,1,1,3,144,168
4316,娱杕,1,3,7,144,168
4317,姈俨,1,2,2,144,168
4318,姓框,1,5,6,144,168
4319,婿帱,1,8,10,144,168
4320,嫔挟,1,10,11,144,168
4321,婘煃,1,3,3,144,168
4322,媒瞌,1,5,6,144,168
4323,姘愤,1,6,6,144,168
4324,脿澈,1,4,4,142,149
4325,腭昈,1,6,11,142,149
4326,胈噂,1,8,9,142,149
4327,胱侘,1,6,6,142,149
4328,臑旷,1,6,7,142,149
4329,臑渼,1,3,3,142,149
4330,脲眼,1,15,19,142,149
4331,蛙凉,1,14,17,139,173
4332,蚪眈,1,6,6,139,173
4333,蛆控,1,6,7,139,173
4334,蝘泣,1,6,10,139,173
4335,蚶驴,1,6,11,139,173
4336,蜷咏,1,4,6,139,173
4337,蛭珌,1,8,12,139,173
4338,蝻镩,1,3,3,139,173
4339,𬟽涫,1,7,10,139,173
4340,䗖礅,1,5,5,139,173
4341,蟋增,1,9,13,139,173
4342,虼汉,1,7,8,139,173
4343,蟠楗,1,7,8,139,173
4344,蝣棣,1,2,3,139,173
4345,蝲缛,1,5,6,139,173
4346,蜞硔,1,9,12,139,173
4347,蛔朽,1,2,6,139,173
4348,螂揸,1,10,10,139,173
4349,蚁桓,1,10,12,139,173
4350,蠖璥,1,2,4,139,173
4351,碓凛,1,3,4,121,132
4352,碚涧,1,3,4,121,132
4353,磙咪,1,4,7,121,132
4354,砆眈,1,6,6,121,132
4355,磙儴,1,11,13,121,132
4356,砣柿,1,2,3,121,132
4357,硭聍,1,6,7,121,132
4358,破啜,1,7,7,121,132
4359,砆腿,1,3,3,121,132
4360,筤茕,1,1,1,120,120
4361,籥茓,1,1,1,120,120
4362,筶茫,1,1,1,120,120
4363,箕荠,1,2,10,120,120
4364,竺令,1,1,1,120,120
4365,爟澈,1,4,4,110,115
4366,煟镩,1,3,3,110,115
4367,烜镝,1,7,7,110,115
4368,烧鹾,1,9,10,110,115
4369,熄深,1,3,3,110,115
4370,熥硫,1,6,6,110,115
4371,烙𬙂,1,2,4,110,115
4372,灶桎,1,9,13,110,115
4373,煴螬,1,7,8,110,115
4374,煃琳,1,4,10,110,115
4375,炼贼,1,4,4,110,115
4376,烨盱,1,6,12,110,115
4377,煋鲯,1,9,14,110,115
4378,逶庐,1,1,11,107,107
4379,迨疔,1,2,19,107,107
4380,迤痔,1,2,13,107,107
4381,遏屃,1,1,8,107,107
4382,疙逑,1,1,3,102,102
4383,疸逼,1,1,9,102,102
4384,痞庆,1,1,7,102,102
4385,瘆度,1,1,1,102,102
4386,瘅库,1,2,6,102,102
4387,疟魉,1,1,4,102,102
4388,瘤迺,1,1,11,102,102
4389,病魅,1,1,4,102,102
4390,癀展,1,1,1,102,102
4391,跌涫,1,7,10,98,98
4392,距舣,1,4,4,98,98
4393,躅𫗴,1,8,8,98,98
4394,踏泌,1,8,12,98,98
4395,蹽停,1,3,4,98,98
4396,跂炕,1,10,11,98,98
4397,邓北,1,1,1,94,161
4398,鄃勐,1,1,1,94,161
4399,邽剑,1,2,2,94,161
4400,崂埇,1,10,13,78,129
4401,崂𫔎,1,5,7,78,129
4402,岠钔,1,3,4,78,129
4403,嵯晱,1,11,15,78,129
4404,崞湴,1,3,4,78,129
4405,峧犏,1,12,17,78,129
4406,嶒蟮,1,5,6,78,129
4407,嶟炕,1,10,11,78,129
4408,崦叶,1,5,9,78,129
4409,崂饨,1,13,15,78,129
4410,猬驼,1,14,14,77,77
4411,獴侪,1,8,10,77,77
4412,狲蚊,1,7,14,77,77
4413,犷崆,1,6,7,77,77
4414,玃蝣,1,2,2,77,77
4415,猡硁,1,10,14,77,77
4416,晙悦,1,8,9,70,127
4417,旷垟,1,12,15,70,127
4418,晙镳,1,2,3,70,127
4419,旷蹁,1,12,17,70,127
4420,暶滚,1,2,2,70,127
4421,昤诧,1,6,6,70,127
4422,昣琔,1,8,9,70,127
4423,晦焞,1,9,9,70,127
4424,昨璃,1,6,10,70,127
4425,昽唁,1,3,4,70,127
4426,忞簠,1,1,1,69,74
4427,陀聍,1,6,7,66,161
4428,裥诵,1,10,13,63,63
4429,襦涵,1,2,3,63,63
4430,睛潽,1,3,4,63,85
4431,眩椋,1,14,17,63,85
4432,眯嚎,1,3,3,63,85
4433,瞫玻,1,14,15,63,85
4434,眶径,1,10,14,63,85
4435,睁砄,1,12,12,63,85
4436,刚鸫,1,1,7,56,58
4437,酰榷,1,2,3,55,59
4438,醺腋,1,3,3,55,59
4439,穜搒,1,12,13,53,54
4440,秭铰,1,17,18,53,54
4441,稔蛘,1,12,15,53,54
4442,秭跻,1,8,10,53,54
4443,稗𫢸,1,13,17,53,54
4444,秒涴,1,10,12,53,54
4445,穄搏,1,9,9,53,54
4446,𨐈摊,1,3,4,53,54
4447,辕鞁,1,14,15,53,54
4448,闻魅,1,1,4,50,51
4449,禛珫,1,4,5,47,47
4450,祆拉,1,6,10,47,47
4451,馉佯,1,12,15,46,46
4452,庾瘗,1,1,1,46,47
4453,座疳,1,1,12,46,47
4454,崮炎,1,1,7,39,129
4455,崮芦,1,1,11,39,129
4456,崽茺,1,1,5,39,129
4457,崟叁,1,1,1,39,129
4458,巍藓,1,1,2,39,129
4459,星崀,1,3,18,36,127
4460,昪薸,1,1,1,36,127
4461,垩光,1,1,1,34,41
4462,糇释,1,9,9,33,37
4463,鞧狺,1,3,4,32,33
4464,鞁吭,1,10,11,32,33
4465,桌笔,1,3,3,32,50
4466,朵鉴,1,3,3,32,50
4467,役铱,1,3,5,31,32
4468,徜楦,1,8,9,31,32
4469,御皖,1,8,10,31,32
4470,劢邺,1,1,1,24,36
4471,氰瘪,1,1,1,19,20
4472,厅超,1,2,22,20,21
4473,殣镕,1,5,6,19,21
4474,耱澉,1,4,5,18,18
4475,起者,1,1,13,16,17
4476,趄匹,1,1,1,16,17
4477,𬸦塾,1,2,2,15,95
4478,拳夔,1,1,1,13,15
4479,拿亟,1,1,1,13,15
4480,呆蕺,1,1,1,12,364
4481,呆薨,1,1,1,12,364
4482,炙笕,1,3,3,12,16
4483,常砻,1,4,16,11,44
4484,羧峄,1,9,9,9,10
4485,冢嵬,1,2,8,8,9
4486,形郧,1,2,9,7,10
4487,梦赜,1,1,1,9,306
4488,玺负,1,3,3,5,6
4489,蹩留,1,2,2,5,6
4490,存质,1,2,21,5,18
4491,叟学,1,5,6,3,13
4492,巩峿,1,14,19,2,3
4493,卺架,1,3,13,2,2
4494,甪酋,1,1,3,2,3
4495,苜令,1,1,1,403,405
4496,艿伞,1,1,1,403,405
4497,荄冬,1,1,3,403,405
4498,葵彝,1,1,1,403,405
4499,芣羹,1,1,1,403,405
4500,菊壸,1,1,1,403,405
4501,蕖㠇,1,1,4,403,405
4502,藠燊,1,1,1,403,405
4503,芭声,1,1,2,403,405
4504,莰岽,1,1,7,403,405
4505,蘩寨,1,1,1,403,405
4506,苋写,1,1,3,403,405
4507,荖嵌,1,1,1,403,405
4508,艺笸,1,1,2,403,405
4509,菖毙,1,1,1,403,405
4510,芟定,1,2,2,403,405
4511,葖亵,1,1,1,403,405
4512,茝云,1,1,1,403,405
4513,𬞟簸,1,1,1,403,405
4514,荽叁,1,1,1,403,405
4515,蓁羑,1,1,3,403,405
4516,薸乔,1,1,1,403,405
4517,芝筢,1,1,1,403,405
4518,萏霸,1,1,1,403,405
4519,蒿笾,1,1,1,403,405
4520,苻丕,1,1,1,403,405
4521,蕻宾,1,1,2,403,405
4522,芍昂,1,1,4,403,405
4523,蔗晷,1,1,2,403,405
4524,萳笫,1,1,3,403,405
4525,荷罕,1,1,1,403,405
4526,蒴犇,1,1,1,403,405
4527,萤皛,1,1,1,403,405
4528,莿宴,1,1,1,403,405
4529,荄蛊,1,2,3,403,405
4530,蔫丏,1,1,1,403,405
4531,蒱𬕂,1,1,2,403,405
4532,蓣崖,1,1,4,403,405
4533,荫宝,1,1,4,403,405
4534,萁霰,1,1,4,403,405
4535,芏彘,1,1,1,403,405
4536,莜冥,1,1,1,403,405
4537,藟竟,1,1,1,403,405
4538,苟显,1,1,3,403,405
4539,蓍亭,1,1,1,403,405
4540,景充,1,1,4,36,127
4541,冕亍,1,2,19,3,3
4542,雀允,1,5,10,1,20
4543,辱丢,1,2,14,1,2
4544,斐共,1,2,2,1,3
4545,太凶,1,1,6,1,34
4546,琵兄,1,2,13,1,6
4547,应迈,1,1,7,46,47
4548,䴖期,1,3,14,78,95
4549,追闪,1,1,3,107,107
4550,还函,1,1,1,107,107
4551,迺压,1,1,1,107,107
4552,追阆,1,1,1,107,107
4553,追闫,1,1,4,107,107
4554,鹩觐,1,3,3,78,95
4555,鹞毁,1,1,1,78,95
4556,鹨觏,1,2,6,78,95
4557,颂雎,1,2,2,51,54
4558,顺甜,1,6,15,51,54
4559,颜甑,1,3,13,51,54
4560,颂帅,1,2,2,51,54
4561,颀戕,1,1,1,51,54
4562,昪燊,1,1,1,36,127
4563,霎筹,1,1,10,32,32
4564,雪旦,1,2,18,32,32
4565,霾是,1,2,2,32,32
4566,雱晷,1,1,2,32,32
4567,敫鹯,1,2,2,29,30
4568,救邽,1,3,4,29,30
4569,攸颌,1,3,3,29,30
4570,救剔,1,1,8,29,30
4571,政顿,1,2,2,29,30
4572,屑麝,1,1,3,25,29
4573,尼闿,1,1,8,25,29
4574,嚚矍,1,1,1,32,364
4575,罗赑,1,1,3,18,18
4576,置霰,1,1,4,18,18
4577,罱羿,1,3,5,18,18
4578,奔筚,1,2,4,13,34
4579,奎筜,1,1,7,13,34
4580,褰𬸦,1,1,5,13,16
4581,䗪訇,1,4,5,13,173
4582,丕嵌,1,1,1,12,41
4583,李竟,1,1,1,7,50
4584,李蓠,1,3,10,7,50
4585,毯退,1,1,1,6,14
4586,旬翰,1,2,2,6,127
4587,为够,1,1,1,3,5
4588,嵇瑟,1,1,1,3,129
4589,垚宗,1,4,7,2,41
4590,魔螽,1,1,1,11,15
4591,麾趱,1,1,6,2,3
4592,量票,1,4,4,1,4
4593,运氛,1,1,19,107,107
4594,追闳,1,1,7,107,107
4595,追闷,1,1,6,107,107
4596,颔敛,1,2,2,51,54
4597,嶲刍,1,2,7,39,129
4598,崟荜,1,2,4,39,129
4599,敌劲,1,3,3,29,30
4600,攻次,1,1,3,29,30
4601,屉迎,1,1,4,25,29
4602,黾羿,1,3,5,12,364
4603,淡卖,2,0,0,469,470
4604,锬吟,2,0,0,267,267
4605,淡嗳,2,0,0,469,470
4606,溲哱,2,0,0,469,470
4607,溲唠,2,0,0,469,470
4608,嗖埝,2,0,0,292,364
4609,蹦偿,2,0,0,98,98
4610,涔卖,2,0,0,469,470
4611,湍凄,2,0,0,469,470
4612,湍嗖,2,0,0,469,470
4613,湍漶,2,0,0,469,470
4614,埇侔,2,0,0,161,161
4615,埇刹,2,0,0,161,161
4616,埇啐,2,0,0,161,161
4617,埇嗑,2,0,0,161,161
4618,榨侉,2,0,0,296,306
4619,漯仡,2,0,0,469,470
4620,甥侉,2,0,0,2,2
4621,喂侨,2,0,0,292,364
4622,喂保,2,0,0,292,364
4623,碡倬,2,0,0,121,132
4624,碡傈,2,0,0,121,132
4625,崾倌,2,0,0,78,129
4626,崾倡,2,0,0,78,129
4627,渗侨,2,0,0,469,470
4628,枍佳,2,0,0,296,306
4629,镁侨,2,0,0,267,267
4630,镁保,2,0,0,267,267
4631,喳俪,2,0,0,292,364
4632,喳俺,2,0,0,292,364
4633,猹倡,2,0,0,77,77
4634,舔傍,2,0,0,2,3
4635,舔唠,2,0,0,2,3
4636,掭埝,2,0,0,281,281
4637,舔埽,2,0,0,2,3
4638,诠保,2,0,0,157,157
4639,裆喘,2,0,0,63,63
4640,楷哗,2,0,0,296,306
4641,锴嘴,2,0,0,267,267
4642,楷攒,2,0,0,296,306
4643,锴褙,2,0,0,267,267
4644,嗤仡,2,0,0,292,364
4645,搔倬,2,0,0,281,281
4646,谲俪,2,0,0,157,157
4647,谲俺,2,0,0,157,157
4648,橘倌,2,0,0,296,306
4649,谲倞,2,0,0,157,157
4650,橘倡,2,0,0,296,306
4651,臻倭,2,0,0,2,2
4652,臻偻,2,0,0,2,2
4653,曜伾,2,0,0,70,127
4654,曜佼,2,0,0,70,127
4655,滠椟,2,0,0,469,470
4656,镍侩,2,0,0,267,267
4657,滔倭,2,0,0,469,470
4658,滔偻,2,0,0,469,470
4659,滔傺,2,0,0,469,470
4660,滔卺,2,0,0,469,470
4661,撸俺,2,0,0,281,281
4662,撸倌,2,0,0,281,281
4663,撸倞,2,0,0,281,281
